emt_id,customer_id,amount_cad,debit_credit,transaction_date,transaction_time
EMT00000000000105789,SYNCID0000010500,21.24,C,2022-12-25,13:27:41
EMT00000000000105790,SYNCID0000010500,162.57,D,2022-12-03,04:58:24
EMT00000000000105791,SYNCID0000010500,518.88,D,2022-12-08,16:23:38
EMT00000000000105792,SYNCID0000010500,90.23,D,2022-12-06,19:32:44
EMT00000000000105793,SYNCID0000010500,87.78,C,2022-12-06,21:06:45
EMT00000000000105794,SYNCID0000010500,697.66,C,2022-11-26,11:36:18
EMT00000000000105795,SYNCID0000010500,258.14,C,2022-11-18,22:09:08
EMT00000000000105796,SYNCID0000010500,2050.3,C,2022-12-30,22:14:38
EMT00000000000105797,SYNCID0000010500,172.99,C,2022-11-07,07:18:13
EMT00000000000105798,SYNCID0000010500,53.16,D,2022-11-03,23:55:11
EMT00000000000105799,SYNCID0000010500,41.17,C,2022-11-25,16:23:02
EMT00000000000105800,SYNCID0000010500,20.72,C,2022-12-14,15:52:04
EMT00000000000105801,SYNCID0000010500,21.44,D,2022-11-23,20:26:39
EMT00000000000105802,SYNCID0000010500,538.46,D,2022-11-05,16:30:29
EMT00000000000105803,SYNCID0000010500,150.06,C,2022-12-22,20:50:31
EMT00000000000105804,SYNCID0000010500,39.45,C,2022-11-24,21:01:40
EMT00000000000105805,SYNCID0000010500,59.22,D,2023-01-13,14:58:10
EMT00000000000105806,SYNCID0000010500,10592.22,C,2022-12-23,22:27:32
EMT00000000000105807,SYNCID0000010500,41.24,C,2022-12-16,23:24:24
EMT00000000000105808,SYNCID0000010500,147.77,C,2022-12-30,14:10:48
EMT00000000000105809,SYNCID0000010500,1191.17,D,2023-01-26,22:46:20
EMT00000000000105810,SYNCID0000010500,21.69,C,2022-11-21,19:33:57
EMT00000000000105811,SYNCID0000010500,41.84,C,2022-12-24,15:24:10
EMT00000000000105812,SYNCID0000010500,419.42,C,2022-11-04,17:24:21
EMT00000000000105813,SYNCID0000010500,203.42,C,2022-12-30,22:25:21
EMT00000000000105814,SYNCID0000010500,144.32,D,2022-12-29,08:35:32
EMT00000000000105815,SYNCID0000010500,15.0,C,2022-11-12,19:04:49
EMT00000000000105816,SYNCID0000010500,59.15,C,2022-12-24,23:40:34
EMT00000000000105817,SYNCID0000010500,93.32,C,2022-11-03,13:35:45
EMT00000000000105818,SYNCID0000010500,214.85,C,2022-12-01,23:12:42
EMT00000000000105819,SYNCID0000010500,104.58,C,2022-11-14,23:15:27
EMT00000000000105820,SYNCID0000010500,183.57,D,2023-01-19,09:25:55
EMT00000000000105821,SYNCID0000010500,1262.93,D,2023-01-24,14:08:45
EMT00000000000105822,SYNCID0000010500,84.77,C,2022-11-21,18:59:33
EMT00000000000105823,SYNCID0000010500,2274.89,D,2022-11-19,02:10:12
EMT00000000000105824,SYNCID0000010500,30.81,D,2023-01-20,19:10:16
EMT00000000000105825,SYNCID0000010500,58.18,D,2022-11-16,21:50:16
EMT00000000000105826,SYNCID0000010500,551.91,C,2022-12-01,13:52:35
EMT00000000000105827,SYNCID0000010500,105.87,C,2022-11-08,21:12:48
EMT00000000000105828,SYNCID0000010500,1081.1,D,2023-01-15,08:46:47
EMT00000000000105829,SYNCID0000010500,898.49,D,2022-12-07,11:18:21
EMT00000000000105830,SYNCID0000010500,3117.55,D,2022-11-09,17:26:49
EMT00000000000105831,SYNCID0000010500,80.56,C,2022-11-29,07:02:58
EMT00000000000105832,SYNCID0000010500,46.04,C,2022-12-29,20:46:07
EMT00000000000105833,SYNCID0000010500,193.15,C,2022-12-04,23:28:27
EMT00000000000105834,SYNCID0000010500,74.52,C,2022-11-24,17:32:34
EMT00000000000105835,SYNCID0000010500,955.81,D,2022-11-22,03:54:38
EMT00000000000105836,SYNCID0000010500,92.79,D,2022-11-09,01:32:16
EMT00000000000105837,SYNCID0000010500,1731.67,C,2022-12-07,14:08:50
EMT00000000000105838,SYNCID0000010500,183.35,D,2022-11-25,23:27:45
EMT00000000000105839,SYNCID0000010500,427.35,C,2022-12-28,15:49:53
EMT00000000000105840,SYNCID0000010500,320.97,C,2022-11-23,03:13:17
EMT00000000000105841,SYNCID0000010500,1512.9,C,2022-11-11,16:32:45
EMT00000000000105842,SYNCID0000010500,1110.82,D,2022-11-17,20:22:27
EMT00000000000105843,SYNCID0000010500,1349.07,D,2023-01-20,18:40:28
EMT00000000000105844,SYNCID0000010500,204.06,C,2022-11-25,15:45:04
EMT00000000000105845,SYNCID0000010500,107.82,C,2022-12-04,11:25:16
EMT00000000000105846,SYNCID0000010500,252.21,C,2022-11-16,03:47:44
EMT00000000000105847,SYNCID0000010500,561.06,D,2023-01-30,18:10:24
EMT00000000000105848,SYNCID0000010500,311.79,C,2022-11-02,16:23:42
EMT00000000000105849,SYNCID0000010500,154.61,C,2022-12-19,22:09:15
EMT00000000000105850,SYNCID0000010500,133.51,C,2022-12-08,00:07:53
EMT00000000000105851,SYNCID0000010505,187.91,C,2022-12-01,22:40:52
EMT00000000000105852,SYNCID0000010505,627.84,C,2022-12-08,01:40:39
EMT00000000000105853,SYNCID0000010505,628.91,D,2022-11-12,19:34:22
EMT00000000000105854,SYNCID0000010505,112.58,C,2022-12-17,15:13:41
EMT00000000000105855,SYNCID0000010505,720.16,C,2022-12-01,12:16:09
EMT00000000000105856,SYNCID0000010505,67.2,C,2022-12-12,03:38:55
EMT00000000000105857,SYNCID0000010505,1565.08,D,2022-12-15,13:56:38
EMT00000000000105858,SYNCID0000010505,58.85,C,2022-11-09,14:18:45
EMT00000000000105859,SYNCID0000010505,1419.48,C,2022-12-12,01:34:26
EMT00000000000105860,SYNCID0000010505,133.85,C,2022-12-29,09:26:56
EMT00000000000105861,SYNCID0000010505,309.94,C,2022-12-30,05:07:29
EMT00000000000105862,SYNCID0000010505,46.28,C,2022-12-20,20:36:05
EMT00000000000105863,SYNCID0000010505,2154.37,C,2022-11-24,22:05:44
EMT00000000000105864,SYNCID0000010505,738.21,D,2022-12-12,15:02:28
EMT00000000000105865,SYNCID0000010505,155.68,C,2022-11-20,18:47:22
EMT00000000000105866,SYNCID0000010505,2374.7,D,2023-01-05,13:22:24
EMT00000000000105867,SYNCID0000010505,437.74,C,2022-11-30,21:02:40
EMT00000000000105868,SYNCID0000010505,95.88,C,2022-12-23,12:44:21
EMT00000000000105869,SYNCID0000010505,180.71,C,2022-11-01,20:39:17
EMT00000000000105870,SYNCID0000010506,1701.57,C,2022-12-30,17:47:33
EMT00000000000105871,SYNCID0000010506,153.81,D,2023-01-03,08:29:22
EMT00000000000105872,SYNCID0000010506,136.02,C,2022-12-13,06:32:18
EMT00000000000105873,SYNCID0000010506,271.39,C,2022-11-12,13:28:31
EMT00000000000105874,SYNCID0000010506,36.35,D,2022-11-26,20:50:52
EMT00000000000105875,SYNCID0000010506,19.42,C,2022-12-17,15:16:00
EMT00000000000105876,SYNCID0000010506,604.74,D,2023-01-17,09:09:39
EMT00000000000105877,SYNCID0000010506,198.47,D,2022-12-05,15:21:53
EMT00000000000105878,SYNCID0000010506,58.83,D,2022-12-03,14:52:26
EMT00000000000105879,SYNCID0000010506,370.87,C,2022-11-29,18:41:10
EMT00000000000105880,SYNCID0000010506,229.74,C,2022-12-03,19:46:42
EMT00000000000105881,SYNCID0000010506,2744.78,C,2022-12-30,20:34:03
EMT00000000000105882,SYNCID0000010506,510.14,D,2023-01-03,12:42:30
EMT00000000000105883,SYNCID0000010506,3184.97,C,2022-11-25,20:42:28
EMT00000000000105884,SYNCID0000010506,858.11,D,2022-12-03,00:05:18
EMT00000000000105885,SYNCID0000010506,105.79,C,2022-12-17,14:43:46
EMT00000000000105886,SYNCID0000010506,80.73,C,2022-11-03,19:21:30
EMT00000000000105887,SYNCID0000010506,1742.1,D,2023-01-03,12:23:23
EMT00000000000105888,SYNCID0000010506,143.61,C,2022-12-06,13:30:39
EMT00000000000105889,SYNCID0000010506,164.33,C,2022-11-28,16:47:29
EMT00000000000105890,SYNCID0000010506,60.2,D,2022-11-11,20:25:59
EMT00000000000105891,SYNCID0000010506,199.63,C,2022-12-17,09:42:35
EMT00000000000105892,SYNCID0000010506,800.18,C,2022-11-02,02:23:25
EMT00000000000105893,SYNCID0000010506,571.42,D,2022-12-31,11:19:18
EMT00000000000105894,SYNCID0000010506,1499.11,D,2022-11-17,12:18:41
EMT00000000000105895,SYNCID0000010506,21.97,C,2022-12-06,04:34:24
EMT00000000000105896,SYNCID0000010506,75.91,C,2022-12-20,17:43:15
EMT00000000000105897,SYNCID0000010506,1676.37,D,2022-12-19,12:39:51
EMT00000000000105898,SYNCID0000010506,73.19,C,2022-11-13,17:45:05
EMT00000000000105899,SYNCID0000010506,146.27,C,2022-12-09,11:59:52
EMT00000000000105900,SYNCID0000010506,210.92,C,2022-11-14,15:38:10
EMT00000000000105901,SYNCID0000010506,532.68,D,2022-11-30,04:26:26
EMT00000000000105902,SYNCID0000010506,159.7,D,2023-01-07,12:50:11
EMT00000000000105903,SYNCID0000010506,2149.48,C,2022-12-22,02:44:07
EMT00000000000105904,SYNCID0000010506,3235.53,D,2023-01-20,19:33:13
EMT00000000000105905,SYNCID0000010506,718.33,D,2023-01-04,14:02:44
EMT00000000000105906,SYNCID0000010506,239.3,D,2022-11-03,15:28:37
EMT00000000000105907,SYNCID0000010506,1052.11,C,2022-12-03,04:07:35
EMT00000000000105908,SYNCID0000010506,42.34,D,2022-12-08,18:31:56
EMT00000000000105909,SYNCID0000010506,538.71,C,2022-12-23,22:16:51
EMT00000000000105910,SYNCID0000010506,209.53,C,2022-11-02,17:52:02
EMT00000000000105911,SYNCID0000010506,54.67,C,2022-11-14,19:47:20
EMT00000000000105912,SYNCID0000010506,364.44,C,2022-11-05,13:40:25
EMT00000000000105913,SYNCID0000010506,317.36,C,2022-11-02,18:43:27
EMT00000000000105914,SYNCID0000010506,250.18,D,2023-01-07,11:30:15
EMT00000000000105915,SYNCID0000010506,418.11,C,2022-12-15,15:11:29
EMT00000000000105916,SYNCID0000010506,1378.68,D,2023-01-20,16:50:41
EMT00000000000105917,SYNCID0000010506,26.03,C,2022-11-22,13:47:17
EMT00000000000105918,SYNCID0000010506,165.35,C,2022-12-06,00:15:37
EMT00000000000105919,SYNCID0000010506,259.15,C,2022-11-22,01:30:44
EMT00000000000105920,SYNCID0000010506,63.51,C,2022-12-02,19:28:36
EMT00000000000105921,SYNCID0000010506,641.14,C,2022-12-14,10:06:18
EMT00000000000105922,SYNCID0000010506,96.94,C,2022-11-16,15:41:23
EMT00000000000105923,SYNCID0000010506,473.58,C,2022-11-16,16:32:42
EMT00000000000105924,SYNCID0000010506,180.43,C,2022-12-21,19:37:08
EMT00000000000105925,SYNCID0000010506,407.29,D,2022-12-08,18:40:52
EMT00000000000105926,SYNCID0000010506,650.23,C,2022-11-03,14:46:06
EMT00000000000105927,SYNCID0000010506,560.53,C,2022-11-21,13:30:04
EMT00000000000105928,SYNCID0000010506,105.81,C,2022-12-04,19:13:53
EMT00000000000105929,SYNCID0000010506,511.65,D,2023-01-17,10:37:08
EMT00000000000105930,SYNCID0000010506,146.93,C,2022-12-31,21:36:30
EMT00000000000105931,SYNCID0000010506,436.11,C,2022-12-11,15:38:43
EMT00000000000105932,SYNCID0000010506,153.16,C,2022-11-14,19:31:24
EMT00000000000105933,SYNCID0000010506,224.39,C,2022-12-29,20:32:14
EMT00000000000105934,SYNCID0000010506,463.01,C,2022-11-17,20:26:36
EMT00000000000105935,SYNCID0000010506,214.88,C,2022-11-09,23:38:25
EMT00000000000105936,SYNCID0000010506,271.95,C,2022-11-25,00:39:32
EMT00000000000105937,SYNCID0000010506,1505.36,D,2022-12-23,17:14:15
EMT00000000000105938,SYNCID0000010506,868.2,D,2022-12-05,16:02:04
EMT00000000000105939,SYNCID0000010506,42.07,D,2022-11-11,17:30:31
EMT00000000000105940,SYNCID0000010506,38.64,C,2022-12-07,23:31:15
EMT00000000000105941,SYNCID0000010506,192.51,D,2022-11-05,17:49:06
EMT00000000000105942,SYNCID0000010506,715.23,D,2022-12-16,06:19:31
EMT00000000000105943,SYNCID0000010506,213.52,C,2022-12-21,23:52:48
EMT00000000000105944,SYNCID0000010506,183.59,D,2022-11-15,18:45:02
EMT00000000000105945,SYNCID0000010506,196.42,C,2022-11-13,09:04:02
EMT00000000000105946,SYNCID0000010506,259.39,C,2022-11-18,17:56:29
EMT00000000000105947,SYNCID0000010506,146.97,D,2023-01-03,19:01:27
EMT00000000000105948,SYNCID0000010506,190.22,C,2022-11-01,14:35:29
EMT00000000000105949,SYNCID0000010506,104.88,D,2022-11-05,22:03:22
EMT00000000000105950,SYNCID0000010506,1239.52,C,2022-12-03,05:30:24
EMT00000000000105951,SYNCID0000010506,623.09,D,2022-12-13,18:44:37
EMT00000000000105952,SYNCID0000010506,516.19,D,2023-01-27,16:31:50
EMT00000000000105953,SYNCID0000010506,1350.9,D,2023-01-26,11:19:08
EMT00000000000105954,SYNCID0000010506,1555.46,D,2022-12-24,13:29:35
EMT00000000000105955,SYNCID0000010506,61.57,D,2023-01-10,12:35:00
EMT00000000000105956,SYNCID0000010506,39.59,C,2022-11-09,16:38:34
EMT00000000000105957,SYNCID0000010506,2657.21,D,2022-11-27,12:04:09
EMT00000000000105958,SYNCID0000010506,75.09,C,2022-12-13,13:23:56
EMT00000000000105959,SYNCID0000010506,21.34,D,2022-11-30,14:53:32
EMT00000000000105960,SYNCID0000010506,634.12,D,2022-12-22,00:17:41
EMT00000000000105961,SYNCID0000010506,170.56,C,2022-11-14,13:04:09
EMT00000000000105962,SYNCID0000010506,24.9,C,2022-11-12,15:13:03
EMT00000000000105963,SYNCID0000010506,21.05,C,2022-11-07,21:46:25
EMT00000000000105964,SYNCID0000010506,514.84,D,2022-12-22,18:01:41
EMT00000000000105965,SYNCID0000010506,1670.48,C,2022-11-21,04:29:32
EMT00000000000105966,SYNCID0000010506,1052.78,C,2022-11-27,14:36:09
EMT00000000000105967,SYNCID0000010506,117.42,C,2022-11-01,17:22:00
EMT00000000000105968,SYNCID0000010506,33.77,C,2022-12-12,11:29:26
EMT00000000000105969,SYNCID0000010506,81.63,C,2022-12-09,21:20:37
EMT00000000000105970,SYNCID0000010506,8.31,D,2022-12-31,07:34:52
EMT00000000000105971,SYNCID0000010506,1325.49,C,2022-11-13,04:22:54
EMT00000000000105972,SYNCID0000010506,52.11,D,2022-11-24,16:57:26
EMT00000000000105973,SYNCID0000010506,191.26,C,2022-12-17,19:42:22
EMT00000000000105974,SYNCID0000010506,72.41,C,2022-12-02,19:47:15
EMT00000000000105975,SYNCID0000010506,518.07,C,2022-12-19,21:33:08
EMT00000000000105976,SYNCID0000010506,41.04,C,2022-11-03,13:23:41
EMT00000000000105977,SYNCID0000010506,376.22,D,2022-12-21,10:04:59
EMT00000000000105978,SYNCID0000010506,112.25,C,2022-11-25,21:40:03
EMT00000000000105979,SYNCID0000010506,3144.07,D,2022-11-16,19:27:14
EMT00000000000105980,SYNCID0000010506,60.6,C,2022-12-30,21:46:48
EMT00000000000105981,SYNCID0000010506,207.0,C,2022-11-07,20:36:27
EMT00000000000105982,SYNCID0000010506,32.33,C,2022-12-15,12:45:19
EMT00000000000105983,SYNCID0000010506,248.63,C,2022-12-18,20:22:43
EMT00000000000105984,SYNCID0000010506,220.28,C,2022-11-05,18:03:14
EMT00000000000105985,SYNCID0000010506,105.24,C,2022-11-14,16:47:26
EMT00000000000105986,SYNCID0000010506,697.82,C,2022-12-26,14:44:53
EMT00000000000105987,SYNCID0000010506,355.56,D,2022-11-18,18:31:00
EMT00000000000105988,SYNCID0000010506,21.26,D,2022-12-27,04:54:05
EMT00000000000105989,SYNCID0000010506,148.42,C,2022-11-17,05:23:36
EMT00000000000105990,SYNCID0000010506,47.38,C,2022-11-30,13:09:42
EMT00000000000105991,SYNCID0000010506,57.98,C,2022-11-02,17:48:51
EMT00000000000105992,SYNCID0000010506,206.83,C,2022-11-26,17:45:04
EMT00000000000105993,SYNCID0000010506,47.61,C,2022-12-01,20:44:22
EMT00000000000105994,SYNCID0000010506,2048.99,D,2022-12-31,17:26:41
EMT00000000000105995,SYNCID0000010506,614.04,C,2022-12-03,11:29:10
EMT00000000000105996,SYNCID0000010506,531.35,C,2022-12-09,21:27:39
EMT00000000000105997,SYNCID0000010506,145.5,C,2022-12-29,08:12:30
EMT00000000000105998,SYNCID0000010506,191.08,C,2022-11-02,11:49:10
EMT00000000000105999,SYNCID0000010506,210.69,C,2022-11-24,23:20:50
EMT00000000000106000,SYNCID0000010506,491.14,D,2022-11-20,20:18:18
EMT00000000000106001,SYNCID0000010506,228.2,C,2022-12-02,21:44:20
EMT00000000000106002,SYNCID0000010506,414.45,C,2022-11-07,13:29:43
EMT00000000000106003,SYNCID0000010506,164.16,C,2022-12-10,03:16:00
EMT00000000000106004,SYNCID0000010506,3148.97,C,2022-11-03,14:19:41
EMT00000000000106005,SYNCID0000010506,186.89,C,2022-12-27,19:09:37
EMT00000000000106006,SYNCID0000010506,4369.02,C,2022-11-06,22:57:04
EMT00000000000106007,SYNCID0000010506,102.75,D,2022-12-31,22:34:06
EMT00000000000106008,SYNCID0000010506,1093.7,C,2022-12-01,07:01:11
EMT00000000000106009,SYNCID0000010506,51.4,D,2022-11-12,04:35:39
EMT00000000000106010,SYNCID0000010506,207.66,C,2022-12-01,02:51:38
EMT00000000000106011,SYNCID0000010506,1590.57,D,2023-01-18,22:07:55
EMT00000000000106012,SYNCID0000010506,136.57,C,2022-12-20,17:56:22
EMT00000000000106013,SYNCID0000010506,85.55,C,2022-11-26,22:47:53
EMT00000000000106014,SYNCID0000010506,239.85,C,2022-11-09,14:00:41
EMT00000000000106015,SYNCID0000010506,312.26,C,2022-12-22,14:18:39
EMT00000000000106016,SYNCID0000010506,3230.33,D,2022-11-27,22:36:43
EMT00000000000106017,SYNCID0000010506,41.93,C,2022-11-27,19:54:23
EMT00000000000106018,SYNCID0000010506,66.22,C,2022-11-11,15:25:09
EMT00000000000106019,SYNCID0000010506,129.42,C,2022-11-23,14:26:04
EMT00000000000106020,SYNCID0000010506,32.88,C,2022-12-01,03:25:36
EMT00000000000106021,SYNCID0000010506,88.22,C,2022-11-25,15:38:59
EMT00000000000106022,SYNCID0000010506,222.15,D,2022-12-29,18:23:35
EMT00000000000106023,SYNCID0000010506,51.93,C,2022-11-24,16:02:15
EMT00000000000106024,SYNCID0000010506,782.7,C,2022-11-11,05:56:13
EMT00000000000106025,SYNCID0000010506,58.53,D,2022-11-04,01:12:15
EMT00000000000106026,SYNCID0000010506,769.43,C,2022-11-10,01:04:51
EMT00000000000106027,SYNCID0000010506,174.45,C,2022-12-14,22:21:13
EMT00000000000106028,SYNCID0000010506,663.64,C,2022-12-16,03:44:12
EMT00000000000106029,SYNCID0000010506,155.05,C,2022-11-26,23:29:07
EMT00000000000106030,SYNCID0000010506,70.0,D,2023-01-31,11:55:31
EMT00000000000106031,SYNCID0000010506,363.54,C,2022-12-31,16:33:03
EMT00000000000106032,SYNCID0000010506,35.57,C,2022-11-04,21:04:31
EMT00000000000106033,SYNCID0000010506,163.01,C,2022-12-08,21:34:16
EMT00000000000106034,SYNCID0000010506,563.36,C,2022-12-08,21:51:45
EMT00000000000106035,SYNCID0000010506,3222.81,D,2022-11-19,23:03:05
EMT00000000000106036,SYNCID0000010506,256.78,C,2022-11-28,13:13:29
EMT00000000000106037,SYNCID0000010506,64.63,C,2022-12-08,22:16:38
EMT00000000000106038,SYNCID0000010506,538.74,C,2022-11-30,07:17:24
EMT00000000000106039,SYNCID0000010506,615.88,D,2023-01-14,21:07:43
EMT00000000000106040,SYNCID0000010506,99.32,C,2022-11-07,05:21:29
EMT00000000000106041,SYNCID0000010506,34.36,C,2022-11-10,16:32:48
EMT00000000000106042,SYNCID0000010506,247.13,C,2022-12-16,01:59:26
EMT00000000000106043,SYNCID0000010506,51.29,C,2022-12-26,13:04:18
EMT00000000000106044,SYNCID0000010506,1157.61,C,2022-12-18,15:58:41
EMT00000000000106045,SYNCID0000010506,579.98,D,2023-01-16,15:54:57
EMT00000000000106046,SYNCID0000010506,953.71,D,2022-11-03,18:09:30
EMT00000000000106047,SYNCID0000010506,223.52,C,2022-12-15,16:48:24
EMT00000000000106048,SYNCID0000010506,1059.53,C,2022-12-14,20:43:05
EMT00000000000106049,SYNCID0000010506,340.52,C,2022-11-08,18:42:19
EMT00000000000106050,SYNCID0000010506,48.78,C,2022-12-19,13:12:55
EMT00000000000106051,SYNCID0000010506,213.67,C,2022-12-11,17:39:22
EMT00000000000106052,SYNCID0000010506,169.31,C,2022-12-01,04:33:41
EMT00000000000106053,SYNCID0000010506,2932.35,D,2022-11-06,16:03:33
EMT00000000000106054,SYNCID0000010506,385.86,C,2022-11-06,14:03:11
EMT00000000000106055,SYNCID0000010506,287.17,C,2022-12-30,07:03:26
EMT00000000000106056,SYNCID0000010506,798.02,C,2022-12-08,07:47:24
EMT00000000000106057,SYNCID0000010506,128.57,C,2022-11-15,22:30:59
EMT00000000000106058,SYNCID0000010506,34.12,C,2022-11-30,01:56:31
EMT00000000000106059,SYNCID0000010506,240.75,C,2022-11-24,15:54:00
EMT00000000000106060,SYNCID0000010506,26.69,C,2022-11-14,01:14:32
EMT00000000000106061,SYNCID0000010506,271.05,C,2022-12-01,16:14:24
EMT00000000000106062,SYNCID0000010506,54.14,C,2022-11-14,18:03:43
EMT00000000000106063,SYNCID0000010508,10.46,D,2022-12-09,00:35:14
EMT00000000000106064,SYNCID0000010508,173.32,D,2023-01-26,16:10:03
EMT00000000000106065,SYNCID0000010510,338.72,D,2022-11-17,16:55:32
EMT00000000000106066,SYNCID0000010510,62.35,C,2022-11-14,23:27:22
EMT00000000000106067,SYNCID0000010512,1166.41,D,2022-11-16,03:11:27
EMT00000000000106068,SYNCID0000010512,3161.24,D,2022-12-05,02:01:38
EMT00000000000106069,SYNCID0000010512,348.78,C,2022-12-02,23:28:17
EMT00000000000106070,SYNCID0000010513,309.7,C,2022-11-19,15:34:02
EMT00000000000106071,SYNCID0000010513,564.73,D,2022-12-09,21:14:01
EMT00000000000106072,SYNCID0000010514,306.54,C,2022-11-24,16:18:34
EMT00000000000106073,SYNCID0000010514,1078.06,C,2022-11-16,22:47:42
EMT00000000000106074,SYNCID0000010514,154.43,C,2022-12-05,21:10:30
EMT00000000000106075,SYNCID0000010514,32.1,C,2022-11-12,15:49:28
EMT00000000000106076,SYNCID0000010514,64.64,C,2022-11-12,23:41:17
EMT00000000000106077,SYNCID0000010514,102.6,C,2022-11-26,21:39:58
EMT00000000000106078,SYNCID0000010514,311.5,C,2022-11-06,19:45:47
EMT00000000000106079,SYNCID0000010514,105.23,C,2022-12-27,14:55:17
EMT00000000000106080,SYNCID0000010516,474.52,D,2022-11-29,19:24:24
EMT00000000000106081,SYNCID0000010516,612.81,D,2022-11-08,20:26:18
EMT00000000000106082,SYNCID0000010516,1566.27,C,2022-11-25,23:53:54
EMT00000000000106083,SYNCID0000010517,1002.73,D,2022-11-10,20:00:38
EMT00000000000106084,SYNCID0000010517,148.96,C,2022-11-24,16:04:45
EMT00000000000106085,SYNCID0000010517,1758.25,D,2022-12-13,09:43:19
EMT00000000000106086,SYNCID0000010517,12.23,C,2022-11-03,18:34:01
EMT00000000000106087,SYNCID0000010517,212.82,C,2022-11-12,16:44:40
EMT00000000000106088,SYNCID0000010517,75.38,D,2023-01-30,00:30:57
EMT00000000000106089,SYNCID0000010517,534.49,D,2022-12-21,21:02:37
EMT00000000000106090,SYNCID0000010517,162.24,D,2023-01-03,09:55:50
EMT00000000000106091,SYNCID0000010517,311.22,D,2023-01-28,07:30:55
EMT00000000000106092,SYNCID0000010517,208.32,C,2022-11-15,00:20:32
EMT00000000000106093,SYNCID0000010517,21.65,D,2022-12-08,23:41:58
EMT00000000000106094,SYNCID0000010517,52.12,C,2022-12-24,01:36:09
EMT00000000000106095,SYNCID0000010517,1889.65,C,2022-12-19,18:32:02
EMT00000000000106096,SYNCID0000010517,36.42,C,2022-12-29,16:23:52
EMT00000000000106097,SYNCID0000010517,858.82,C,2022-12-10,13:27:22
EMT00000000000106098,SYNCID0000010517,78.56,C,2022-11-09,19:30:30
EMT00000000000106099,SYNCID0000010517,983.62,D,2023-01-26,20:51:40
EMT00000000000106100,SYNCID0000010517,212.63,D,2023-01-11,09:23:20
EMT00000000000106101,SYNCID0000010517,803.62,D,2022-11-15,15:27:18
EMT00000000000106102,SYNCID0000010517,422.2,D,2022-12-08,15:53:59
EMT00000000000106103,SYNCID0000010517,1606.46,D,2022-12-19,11:55:08
EMT00000000000106104,SYNCID0000010517,1431.42,C,2022-11-03,03:21:44
EMT00000000000106105,SYNCID0000010517,253.55,D,2022-12-23,06:51:23
EMT00000000000106106,SYNCID0000010517,2589.64,D,2023-01-20,12:58:17
EMT00000000000106107,SYNCID0000010517,2367.71,C,2022-12-07,16:02:21
EMT00000000000106108,SYNCID0000010517,776.42,C,2022-11-26,15:28:16
EMT00000000000106109,SYNCID0000010517,80.0,C,2022-12-28,14:17:02
EMT00000000000106110,SYNCID0000010517,314.3,D,2022-11-30,04:01:47
EMT00000000000106111,SYNCID0000010517,106.26,D,2022-11-20,19:15:05
EMT00000000000106112,SYNCID0000010517,61.7,D,2023-01-08,20:18:34
EMT00000000000106113,SYNCID0000010517,104.55,C,2022-12-11,16:47:52
EMT00000000000106114,SYNCID0000010517,54.56,D,2022-11-26,23:43:24
EMT00000000000106115,SYNCID0000010517,760.71,D,2022-12-13,16:24:56
EMT00000000000106116,SYNCID0000010517,1856.43,C,2022-12-15,18:32:16
EMT00000000000106117,SYNCID0000010517,2085.09,D,2022-11-15,00:27:31
EMT00000000000106118,SYNCID0000010518,816.89,C,2022-12-20,19:19:32
EMT00000000000106119,SYNCID0000010518,1785.94,D,2022-11-24,02:31:36
EMT00000000000106120,SYNCID0000010518,325.12,C,2022-12-11,23:49:30
EMT00000000000106121,SYNCID0000010518,1057.99,C,2022-12-04,20:29:42
EMT00000000000106122,SYNCID0000010518,1038.37,D,2022-12-16,22:33:34
EMT00000000000106123,SYNCID0000010518,233.47,C,2022-11-11,14:02:40
EMT00000000000106124,SYNCID0000010518,20.75,C,2022-12-01,01:58:34
EMT00000000000106125,SYNCID0000010524,2419.37,C,2022-12-30,16:20:31
EMT00000000000106126,SYNCID0000010524,105.79,D,2022-11-21,05:09:15
EMT00000000000106127,SYNCID0000010524,905.5,C,2022-12-17,19:36:44
EMT00000000000106128,SYNCID0000010524,853.71,D,2023-01-17,19:47:21
EMT00000000000106129,SYNCID0000010524,225.73,C,2022-12-30,18:35:03
EMT00000000000106130,SYNCID0000010524,139.31,C,2022-11-04,17:46:27
EMT00000000000106131,SYNCID0000010524,320.78,C,2022-12-02,03:05:27
EMT00000000000106132,SYNCID0000010524,476.74,C,2022-12-01,04:09:15
EMT00000000000106133,SYNCID0000010524,451.65,D,2022-11-18,13:10:32
EMT00000000000106134,SYNCID0000010524,1115.77,C,2022-12-05,21:08:12
EMT00000000000106135,SYNCID0000010524,1801.07,D,2023-01-27,15:11:42
EMT00000000000106136,SYNCID0000010524,2610.9,D,2022-12-30,11:36:41
EMT00000000000106137,SYNCID0000010524,107.56,D,2022-12-21,13:10:03
EMT00000000000106138,SYNCID0000010524,3077.69,C,2022-11-16,14:53:57
EMT00000000000106139,SYNCID0000010524,1011.01,C,2022-11-01,14:52:19
EMT00000000000106140,SYNCID0000010524,124.42,C,2022-12-20,16:59:39
EMT00000000000106141,SYNCID0000010524,1372.05,C,2022-11-30,14:23:56
EMT00000000000106142,SYNCID0000010524,2809.09,D,2022-12-01,23:23:35
EMT00000000000106143,SYNCID0000010524,1130.54,C,2022-12-01,15:07:44
EMT00000000000106144,SYNCID0000010524,650.71,D,2023-01-08,17:49:37
