customer_id,country,province,city,industry_code,employee_count,sales,established_date,onboard_date,industry,total_amount,avg_amount,transaction_count,unique_transaction_types,debit_count,credit_count,max_transaction,min_transaction,embedding,anomaly_score,nearest_neighbors
SYNCID0000007493,CA,0,other,4011,0.0,36895.0,0,2015-11-11,Single Family Housing,347.94,173.97,2.0,1.0,2.0,0.0,302.46,45.48,"[2.2339346 6.47339   1.0613732 1.6902224 6.732972  5.3872232 2.1956897
 1.177552  2.0674682 3.5241804 2.0943742 3.0341341 1.1414835 5.1335416
 2.761282  2.401112 ]",1,[ 7085  3083  8457 10254  1487]
SYNCID0000007494,CA,0,other,7721,1.0,37563.0,2016-03-27,2016-04-17,Computer Services,91485.61,2287.14025,40.0,4.0,19.0,20.0,26816.52,2.16,"[3.5213356 3.818207  2.9813118 1.602763  6.6184196 4.560552  5.1271844
 1.3409355 2.7913227 1.336237  1.8834901 3.9978077 4.4748235 3.9069748
 2.7152944 2.210566 ]",1,[7086 9338 7317 5451 6114]
SYNCID0000007495,CA,0,other,9959,1.0,18000.0,1999-04-17,0,Other Services to Buildings and Dwellings,46920.73,401.03188034188037,117.0,4.0,111.0,6.0,17606.31,-421.3,"[2.8577788  6.268727   1.9373477  1.7923226  6.2683277  5.4655614
 4.5631824  2.5612385  0.98510647 2.177854   2.91608    5.204041
 3.110698   3.285182   2.1377115  2.5717874 ]",1,[ 7087 11227  8693  6027  4078]
SYNCID0000007496,CA,AB,EDMONTON,9659,2.0,0.0,0,2023-01-11,Other Sports and Recreation Clubs,127000.95,1257.4351485148516,101.0,3.0,80.0,21.0,26689.52,0.0,"[4.7937746 2.8601499 0.8733927 1.3807266 4.9725037 3.5633883 7.035749
 2.767602  5.8353686 1.8885076 4.231804  3.8091793 1.1013329 2.408153
 2.6093469 3.0789917]",1,[ 7088  4084 12353 13540 11248]
SYNCID0000007497,CA,ON,WATERLOO,4261,2.0,0.0,2014-04-24,2014-07-10,Electrical Work,123392.88,1386.4368539325844,89.0,4.0,17.0,21.0,22916.21,17.22,"[1.6733441 2.695004  3.7708154 2.7159786 2.6619644 3.2352366 2.9196281
 3.2647042 4.4856377 2.6214728 2.2785459 4.707499  3.6648324 2.0288756
 1.8459629 1.9557056]",1,[ 7089  3298   313 12153  2009]
SYNCID0000007498,CA,ON,TORONTO,7512,1.0,319929.0,2000-01-08,2014-08-27,Operators of Non-Residential Buildings,185503.78,4215.995,44.0,5.0,32.0,5.0,123436.02,-133.19,"[1.1868441  3.1353605  7.085845   2.0982616  1.6701155  4.2736034
 3.2356606  3.9803278  5.702335   3.6354737  1.9859047  5.723937
 5.4585586  2.589263   0.87698233 1.8833536 ]",1,[ 7090  7178 11577 15354 11639]
SYNCID0000007499,CA,BC,VANCOUVER,7761,1.0,451753.0,2014-11-24,0,Offices of Lawyers and Notaries,1702303.43,5142.910664652568,331.0,4.0,311.0,19.0,779206.85,-55.58,"[11.1783      3.599237    5.174552    0.79037744  1.7116417   5.9788327
  1.2397262   6.1050205   0.6845926   2.8563437   5.5189447   4.268459
  6.429273    0.          4.5926266   4.840128  ]",1,[ 7091 15814  1567   341 14629]
SYNCID0000007500,CA,ON,VAUGHAN,other,0.0,237507.0,1994-03-24,1994-04-25,0,372677.5,658.440812720848,566.0,5.0,532.0,26.0,92580.62,-107.5,"[2.9921873  4.3770256  6.4144535  1.1740649  0.7643267  1.5434957
 5.402201   4.1989536  0.68548316 2.7959437  5.2318044  8.565749
 3.5248065  2.2173753  2.939491   7.5494757 ]",1,[ 7092 11954  1500  4526  4360]
SYNCID0000007501,CA,MB,WINNIPEG,6031,1.0,0.0,2020-11-25,2020-12-17,Pharmacies,569995.65,2103.3049815498157,271.0,3.0,162.0,87.0,60311.27,-19.63,"[7.186585  6.4788938 0.9602355 3.7088714 0.        3.29281   5.2313724
 8.171693  3.719388  5.7440968 6.253631  4.0038366 1.4372289 2.9209833
 4.160012  0.       ]",1,[ 7093 13566  2517  7018  4294]
SYNCID0000007502,CA,ON,MISSISSAUGA,7292,0.0,0.0,2020-05-05,0,"Estate, Trust and Agency Funds",32466.989999999998,1202.481111111111,27.0,1.0,19.0,8.0,4037.92,16.55,"[1.6954148  0.63468874 4.861785   2.7831497  3.6700122  0.6140984
 0.         4.327215   6.374972   4.635465   4.6481237  3.4470205
 3.093033   4.8933673  3.8948436  3.6818438 ]",1,[ 7094  9928 13994  1854 16199]
SYNCID0000007503,CA,ON,TORONTO,9212,10.0,401637.0,2008-11-07,2008-12-27,"Restaurants, Unlicensed (including Drive-Ins)",8376.44,1047.055,8.0,1.0,6.0,2.0,6313.36,36.68,"[2.5121202  5.724346   5.444706   2.3884141  0.36525768 4.973245
 1.278654   1.0236787  7.4888554  5.607425   1.0008384  4.7925606
 3.9932888  2.9680207  2.3201227  2.9878154 ]",1,[ 7095  4807 14350 15736 10941]
SYNCID0000007504,CA,AB,CALGARY,9631,2.0,0.0,1995-06-11,1998-09-16,Entertainment Production Companies and Artists,52.5,52.5,1.0,1.0,1.0,0.0,52.5,52.5,"[5.4833345 2.779156  1.6319301 2.2541811 1.7910516 5.2546005 5.1160817
 2.343442  8.1073    3.400023  4.4338093 2.7362003 1.373009  4.643498
 1.1283735 2.7282133]",1,[ 7096  8623 12228  5860   814]
SYNCID0000007505,CA,ON,ANCASTER,other,1.0,0.0,0,0,0,111740.45999999999,2483.121333333333,45.0,3.0,24.0,10.0,14401.46,43.95,"[0.68963283 2.4862235  4.1188655  2.2300858  2.1813183  4.8258076
 3.2454844  3.667334   4.2675014  3.343204   1.8721194  5.78214
 2.5356257  4.1999617  4.3036     4.203991  ]",1,[ 7097 12221  9865  7474  2151]
SYNCID0000007506,CA,QC,MONTREAL,other,3.0,0.0,0,2023-09-28,0,167037.27,954.4986857142857,175.0,5.0,163.0,11.0,83682.58,-17880.02,"[3.7575188 4.6043906 6.690117  6.3307266 0.        5.92973   9.769952
 3.8338945 2.7631845 3.049735  2.5591831 5.184493  4.9565415 5.6924887
 1.9147439 4.1286583]",1,[7098 5720 7687 7597 7940]
SYNCID0000007507,CA,ON,TORONTO,7771,0.0,0.0,2015-08-11,2018-10-13,Management Consulting Services,311918.41,1752.350617977528,178.0,4.0,157.0,19.0,109076.0,-268.52,"[3.0827835 5.8260107 9.549687  2.7596607 2.189511  3.2139049 3.4741306
 4.3213234 6.444081  4.028527  4.94271   3.3606577 5.0353537 0.7594236
 1.1522684 2.0483236]",1,[ 7099 11932   231  4588  4837]
SYNCID0000007508,CA,SK,SASKATOON,5981,0.0,835760.0,2009-08-15,2019-02-15,"General Merchandise, Wholesale",364572.19,21445.42294117647,17.0,2.0,8.0,9.0,277157.77,52.7,"[3.9553015 0.        5.762312  3.3211868 3.3444872 3.855062  5.231729
 1.3795881 4.5980363 2.75736   2.4662344 1.1777234 0.4719478 3.431015
 6.9173117 1.9292836]",1,[ 7100 13724  3686   554 10336]
SYNCID0000007510,CA,AB,EDMONTON,7215,0.0,0.0,2021-06-18,2021-10-08,Holding Companies,10343.92,1149.3244444444445,9.0,1.0,0.0,0.0,5644.77,105.81,"[5.9836607  3.4933758  0.         0.61333215 6.9249086  2.1715791
 6.387912   2.8952873  7.9437766  4.38687    2.9318473  1.5989425
 1.4064472  3.2855911  2.4266596  3.1607006 ]",1,[ 7101  6077 16197  6763  4891]
SYNCID0000007511,CA,ON,KITCHENER,7599,0.0,0.0,2022-02-02,2022-07-03,Other Real Estate Operators,49600.04,427.58655172413796,116.0,3.0,92.0,9.0,6831.47,-61.72,"[1.6776006 2.3372107 4.227109  2.471188  1.3509349 2.1725242 2.7687664
 2.029667  5.0578194 2.6190634 3.6041145 3.9511478 3.3541203 2.9225378
 2.0837188 2.7018085]",1,[ 7102  3912 10759  9799  8322]
SYNCID0000007512,CA,NS,DARTMOUTH,0611,1.0,0.0,2022-07-22,2022-09-16,0,164563.22,831.1273737373738,198.0,5.0,157.0,16.0,37650.31,-19.13,"[0.77425396 0.32102895 3.16119    1.8488762  3.2849693  1.8149766
 6.3253617  5.476453   1.2113544  4.826021   4.3988705  7.4040313
 1.5104778  4.038956   6.4119616  3.8092396 ]",1,[ 7103  8746  2419 13049 14306]
SYNCID0000007513,CA,ON,ETOBICOKE,7759,1.0,0.0,2021-07-08,0,Other Scientific and Technical Services,5788.85,175.419696969697,33.0,1.0,31.0,2.0,1039.0,-225.2,"[4.12709    1.3785446  3.8581598  3.9383345  3.8584359  2.182523
 0.         0.38251436 4.893804   6.5652027  2.1031628  6.0402913
 1.7254581  4.822629   0.32454813 2.6203272 ]",1,[ 7104  4963 11877   923 10283]
SYNCID0000007514,CA,0,other,other,1.0,0.0,2019-06-16,2020-09-01,0,985882.21,4832.755931372549,204.0,3.0,123.0,81.0,312497.88,0.0,"[2.462179   7.0966563  2.9015136  2.519303   5.678138   5.9949536
 4.9675164  3.8069417  1.2990882  0.95478517 1.6638198  6.3652253
 0.9243781  5.2280416  3.7755785  4.6498775 ]",1,[ 7105  3707   529 11533  8313]
SYNCID0000007515,CA,BC,LANGLEY,0311,2.0,377193.0,2003-05-16,0,0,826604.85,2409.9266763848395,343.0,3.0,202.0,123.0,75317.9,0.0,"[6.295249   2.5228152  1.5553825  0.8204769  2.261976   4.554843
 3.1632915  5.0727606  0.82221866 1.9850277  2.521327   7.571414
 1.9966707  3.8454628  6.89074    6.836769  ]",1,[ 7106  2421 12565  6007  2081]
SYNCID0000007516,CA,ON,TORONTO,4812,1.0,0.0,0,2022-08-19,Television Broadcasting Industry,1923275.46,6029.076677115987,319.0,1.0,107.0,212.0,275683.77,0.28,"[4.4300923  7.6681767  7.2753353  3.2549527  0.96045804 2.0117743
 1.189533   5.676525   7.9490213  1.4641557  1.8491502  5.4048853
 2.7060854  4.624732   2.7972102  3.6125124 ]",1,[ 7107 12618  2033  3545  2795]
SYNCID0000007517,CA,AB,CALGARY,7761,0.0,268782.0,2010-02-11,2010-04-03,Offices of Lawyers and Notaries,1962743.52,42668.33739130435,46.0,5.0,37.0,6.0,1812539.03,0.0,"[8.200081   0.93227696 5.088934   1.064328   4.002286   8.957387
 6.4309397  5.8725452  8.593654   1.680809   3.0346205  4.617435
 3.2528713  1.9388074  0.         2.727951  ]",1,[ 7108 11839  3450 10948  1161]
SYNCID0000007518,CA,AB,EDMONTON,7771,1.0,868679.0,2020-03-04,2020-09-10,Management Consulting Services,22467638.799999997,182663.73008130078,123.0,4.0,76.0,46.0,10412914.44,13.62,"[1.5799777e+01 1.5757680e-02 2.1007530e+01 4.5323962e-01 1.2278302e+01
 1.6492889e+01 9.6670942e+00 1.1129995e+01 9.9058323e+00 1.0418864e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.7941034e-01 0.0000000e+00
 1.0871758e+01]",-1,[ 7109 14837  5950  9570  6190]
SYNCID0000007519,CA,AB,EDMONTON,4842,1.0,51029.0,2018-02-25,2021-01-24,Courier Service Industry,1202.63,200.43833333333336,6.0,4.0,3.0,1.0,586.93,15.96,"[3.6585221  1.8148187  0.74548495 1.259843   5.684675   3.8683553
 7.9797497  3.2952626  5.9651103  1.8470683  3.9977727  4.2704678
 1.8009863  2.7874842  3.30087    2.3543303 ]",1,[ 7110  5165  3540  8774 14701]
SYNCID0000007520,CA,ON,THUNDER BAY,8651,2.0,369978.0,2008-08-25,2008-12-02,"Offices of Physicians, General Practice",281487.98,3059.651956521739,92.0,3.0,43.0,35.0,38381.73,2.08,"[1.7541084 3.8798554 4.004386  1.0368631 1.6035006 4.3140063 2.343494
 3.016098  5.4134955 1.507412  4.4945464 5.284643  3.9096456 3.4709888
 4.293093  1.8961784]",1,[ 7111 10824  9034 16165 11716]
SYNCID0000007521,CA,PE,0,4561,0.0,0.0,2019-11-07,2019-11-09,General Freight Trucking Industry,181092.73,1017.3748876404495,178.0,3.0,99.0,10.0,36258.75,0.0,"[4.9450502 1.6340971 0.        5.1413484 1.2433044 1.8654287 3.1508539
 6.7243233 3.127205  5.041948  3.99091   3.7806084 3.2850773 2.8934689
 1.4507854 3.2991605]",1,[ 7112  4106  2155  5297 13107]
SYNCID0000007522,CA,YT,WHITEHORSE,3999,0.0,4649688.0,2018-07-16,0,Other Manufactured Products Industries n.e.c.,65887.13,2534.120384615385,26.0,3.0,12.0,12.0,34439.07,38.03,"[5.045676  2.1357841 4.6022224 0.        3.4243455 5.206427  4.2751813
 2.4284914 3.105959  5.047655  2.3079998 4.122774  0.8098707 5.4419703
 4.0515714 0.       ]",1,[ 7113   553 13904 12889 12595]
SYNCID0000007523,CA,ON,NORTH BAY,6312,1.0,0.0,2022-05-26,2022-07-09,Automobile (Used) Dealers,5737.7699999999995,1147.5539999999999,5.0,3.0,1.0,1.0,1980.14,32.19,"[1.975121  3.2001731 3.332409  1.6536661 3.43502   4.2076306 1.9379634
 3.3494833 4.1387606 3.5598373 1.6528219 4.0722437 3.2709718 2.9000363
 2.8421135 2.243122 ]",1,[ 7114 12181  4248 14685  3460]
SYNCID0000007524,CA,ON,TORONTO,9949,5.0,137037.0,2017-03-07,0,Other Repair Services n.e.c.,4220.45,422.04499999999996,10.0,2.0,7.0,3.0,1998.36,2.13,"[1.7959841  4.9149756  5.944025   2.622064   0.97644556 4.4559455
 2.1114864  2.7219877  6.9198427  5.057442   1.6399708  4.4953814
 4.395626   3.356739   2.319942   3.0430315 ]",1,[7115 3336 3524 3678 3250]
SYNCID0000007525,CA,0,other,6351,1.0,0.0,2023-01-16,2024-09-21,Garages (General Repairs),38164.03,1316.0010344827585,29.0,3.0,25.0,4.0,17505.68,-425.76,"[0.8518142  7.551053   1.4273201  2.5527844  6.5081425  4.99112
 2.3683858  2.118591   0.6509062  2.9359121  3.1593282  3.9810305
 2.6168277  3.3149142  3.0808353  0.12577963]",1,[ 7116 13343  7769 11187 13923]
SYNCID0000007526,CA,ON,TORONTO,7722,1.0,0.0,2021-05-10,2022-01-01,Computer Equipment Maintenance and Repair,46220.86,4201.896363636363,11.0,3.0,9.0,2.0,29635.77,1.43,"[1.3782421 3.8712041 5.9112844 2.494939  1.8772075 4.404799  2.1792402
 3.766857  6.5305367 4.3716516 2.0965075 4.9335403 4.7665915 3.7676659
 1.4368006 2.914028 ]",1,[ 7117 13694  2373 15731 16152]
SYNCID0000007527,CA,0,other,other,1.0,1.0,2016-12-21,0,0,49693.17,1774.7560714285714,28.0,1.0,12.0,16.0,19393.84,0.01,"[1.4653678  6.637166   1.485625   2.2483153  5.6298475  6.885011
 3.537593   2.1752276  2.0877748  2.7806876  1.7279079  4.601843
 0.17203295 6.117666   4.1788373  4.3749046 ]",1,[ 7118  5574  1570  9885 16193]
SYNCID0000007528,CA,ON,ETOBICOKE,8665,0.0,0.0,0,0,Offices of Physiotherapists-Occupational Therapists,62508.61,8929.801428571429,7.0,2.0,5.0,2.0,58588.02,31.92,"[2.5915327  1.3287913  3.779058   1.9403956  2.549519   3.0450659
 0.21096575 1.9646075  5.1469426  4.1697516  2.1550548  4.568529
 2.9230914  4.125438   1.7506258  1.924906  ]",1,[ 7119  2698  4850  7408 12295]
SYNCID0000007529,CA,ON,OSHAWA,7215,0.0,0.0,2013-07-08,2013-10-26,Holding Companies,3514.4699999999993,439.3087499999999,8.0,2.0,0.0,3.0,2256.39,26.06,"[3.548419   3.5655217  3.2850904  1.9322102  4.379837   1.564659
 2.0887759  3.4014645  5.7062435  5.2503157  0.63025904 2.3695955
 4.5572715  2.8511448  2.1765337  2.6600587 ]",1,[7120 4517 6911 7796 9654]
SYNCID0000007530,CA,0,other,other,1.0,126863.0,2019-09-05,2021-01-03,0,52245.89,334.90955128205127,156.0,5.0,131.0,10.0,9692.36,-445.44,"[1.2360933 5.6931343 2.846616  2.1010892 5.873192  6.311459  6.2387643
 3.3661835 0.1539303 1.4554616 2.3860207 7.028807  2.3816137 4.30722
 3.1297388 3.9556158]",1,[ 7121  6403  2308  9419 15089]
SYNCID0000007532,CA,ON,OAKVILLE,other,1.0,68363.0,2010-05-17,2010-08-28,0,342009.99000000005,4750.138750000001,72.0,5.0,33.0,22.0,176162.26,1.94,"[0.        1.2957715 5.9322567 1.2419174 2.7680016 3.8713508 5.721296
 6.1452904 6.006474  2.055726  2.9973767 5.8858204 2.0965607 3.2614737
 3.313027  3.6725695]",1,[ 7122 11592 11269   890 13472]
SYNCID0000007533,CA,ON,AJAX,8651,0.0,0.0,2008-01-28,2008-07-26,"Offices of Physicians, General Practice",96551.57,2609.5018918918922,37.0,2.0,12.0,10.0,42100.73,38.35,"[0.14273405 3.897834   3.217102   1.0769997  1.9673295  3.9538255
 1.9385278  2.220067   5.089752   1.7808578  4.874718   3.9991808
 3.3477108  4.1150174  4.552681   2.3088722 ]",1,[ 7123  9819  8442 11438 12178]
SYNCID0000007534,CA,ON,AJAX,8652,1.0,374977.0,2005-11-17,2020-09-21,"Offices of Physicians and Surgeons, Specialists",1033069.85,16662.41693548387,62.0,2.0,41.0,21.0,373319.7,0.28,"[1.0538465 4.55784   4.503417  0.        2.5638742 4.9539185 1.4342341
 4.7081785 4.3501916 4.2734246 1.3687571 3.1386852 2.1520116 2.4269838
 3.9950466 3.503537 ]",1,[ 7124 10762  5631  3481  2836]
SYNCID0000007535,CA,AB,CALGARY,8666,1.0,169095.0,2009-07-14,2019-10-25,Offices of Optometrists,44363.799999999996,964.4304347826086,46.0,5.0,34.0,5.0,10094.88,0.0,"[4.767075   1.037294   2.0861156  2.3634515  2.31768    4.9768343
 7.6293063  3.9371367  6.6974177  1.7127576  4.864754   5.3233643
 2.9597862  3.2095542  0.14070451 1.6380179 ]",1,[ 7125 15483  3360 14737 14200]
SYNCID0000007536,CA,ON,MISSISSAUGA,7799,0.0,0.0,2020-12-02,0,Other Business Services n.e.c.,920476.07,13946.60712121212,66.0,4.0,41.0,18.0,468437.2,0.0,"[1.1048579 1.9048457 4.163577  1.3831687 2.5165873 1.7363181 2.8812828
 5.1131144 6.3562965 5.354466  2.3852274 6.18722   4.451097  2.4201431
 2.7626824 2.1830764]",1,[ 7126  9107  9070 12379  5834]
SYNCID0000007537,CA,ON,WATERLOO,other,1.0,157852.0,2016-04-25,0,0,160683.51,615.6456321839081,261.0,5.0,167.0,11.0,31632.24,0.0,"[1.2924849 2.3223538 5.1652393 2.2468176 1.4760761 3.645864  5.1347885
 3.9818015 3.0520191 2.3412576 3.1223485 7.4405947 3.5440493 3.1937914
 3.156073  4.7700434]",1,[ 7127  3897  4108 14433 14672]
SYNCID0000007538,CA,AB,EDMONTON,4561,1.0,0.0,2019-06-19,2019-07-07,General Freight Trucking Industry,77068.19,356.79717592592596,216.0,3.0,201.0,14.0,12859.45,-172.44,"[4.678738  4.304112  0.        2.2631671 4.7285004 2.8497143 7.271921
 4.573415  5.876593  2.523642  6.7354307 4.2506747 0.9832462 1.0734559
 1.7506833 4.665026 ]",1,[ 7128  8023   348 11033  7789]
SYNCID0000007539,CA,ON,TORONTO,9712,0.0,0.0,2010-11-24,2010-11-27,Beauty Shops,163521.83000000002,5274.897741935484,31.0,4.0,17.0,2.0,146016.97,0.0,"[0.        4.693694  7.0633106 3.643024  2.9503655 2.9879913 5.213828
 3.0045295 7.254721  2.3251147 2.2352157 3.7901182 6.7672496 3.3025465
 2.1098783 3.9096358]",1,[ 7129  2627  2813  7238 11030]
SYNCID0000007540,CA,ON,BOLTON,4561,1.0,0.0,2021-08-14,2022-12-26,General Freight Trucking Industry,212032.15,2330.0236263736265,91.0,5.0,40.0,15.0,103093.23,0.0,"[0.953748  3.6455164 2.6357493 4.1404505 3.452182  3.4398375 3.6302376
 5.4099884 4.375609  2.7501802 3.974934  5.469721  4.571973  0.5243298
 1.5694437 2.8180532]",1,[ 7130 10903  9668  1714  9779]
SYNCID0000007541,CA,ON,ST CATHARINES,7215,2.0,401.0,1975-10-25,1991-03-06,Holding Companies,34069.85,8517.4625,4.0,2.0,1.0,1.0,28539.53,1603.23,"[3.2837043  3.5305858  2.7550411  2.156838   4.1372976  2.041667
 2.8163934  3.1085567  6.3948627  5.5726047  0.49404323 2.7604089
 3.9756649  2.5900178  2.0766764  2.4314797 ]",1,[ 7131  7646 16210  7712 15770]
SYNCID0000007542,CA,ON,WATERLOO,0611,1.0,0.0,2018-06-09,2018-09-19,0,832591.39,2463.2881360946744,338.0,5.0,137.0,196.0,108442.66,-42.29,"[2.700357  4.086231  5.413851  3.725378  1.5775994 2.5854888 4.801267
 6.5000534 4.3977365 0.        1.8085501 8.558051  2.761242  3.6185274
 4.284813  3.798667 ]",1,[ 7132 15929  7943  6121  6274]
SYNCID0000007543,CA,ON,MISSISSAUGA,4013,0.0,511378.0,0,2021-05-14,Residential Renovation,85078.54000000001,1215.4077142857143,70.0,4.0,11.0,8.0,8779.34,25.95,"[3.640592   1.6097988  4.8881254  2.5203269  3.33689    0.93863887
 1.6708989  2.7979817  6.0583887  4.645801   4.391087   6.187351
 5.5950613  1.9302268  3.314907   0.        ]",1,[ 7133 14467 13085  3900 13022]
SYNCID0000007544,CA,0,other,other,2.0,654081.0,2008-05-13,2008-09-07,0,387981.83,4459.561264367816,87.0,3.0,69.0,17.0,51687.87,15.04,"[1.7049749 6.248128  2.5181398 1.6530924 5.6997843 7.026739  4.9224567
 2.6107032 1.2682605 2.293088  1.7040174 6.029445  1.0076344 5.260404
 3.8031096 3.7511868]",1,[ 7134 10931 12947  6341 11196]
SYNCID0000007545,CA,ON,OTTAWA,8651,1.0,0.0,2020-04-29,0,"Offices of Physicians, General Practice",281617.55,7220.96282051282,39.0,2.0,16.0,23.0,62957.58,6.46,"[1.1151657 4.433132  5.387519  0.7072673 4.540686  3.8891048 1.1526775
 1.9038868 4.814376  1.5524518 3.8199801 3.965612  4.237583  2.8619795
 7.156188  3.1542966]",1,[ 7135   708  3385 11473 10629]
SYNCID0000007546,CA,ON,WASAGA BEACH,6213,4.0,51820.0,2021-07-01,0,Furniture Refinishing and Repair Shops,539736.39,25701.73285714286,21.0,2.0,15.0,6.0,452005.69,4.32,"[3.2394452  2.6543226  5.0727882  2.4548008  3.4187934  5.096134
 2.3937354  2.2608392  5.9119287  3.9081612  0.37472463 3.8530974
 2.663256   2.7520745  2.9270167  3.6223862 ]",1,[ 7136    77 14906 11628   290]
SYNCID0000007547,CA,ON,0,9631,1.0,50706.0,0,2016-08-21,Entertainment Production Companies and Artists,156779.38999999998,2850.534363636363,55.0,4.0,20.0,18.0,86566.59,2.1,"[3.762766  1.2344095 3.625429  2.961335  2.154615  2.9275506 2.7640705
 4.916498  4.716122  4.917117  0.6068289 6.2079444 4.665014  3.904469
 2.5705888 2.1231613]",1,[ 7137  6023  2260  7047 15633]
SYNCID0000007548,CA,ON,SCARBOROUGH,4299,6.0,0.0,2023-01-03,2023-07-16,Other Trade Work n.e.c.,6750.79,321.4661904761905,21.0,3.0,17.0,1.0,1229.73,5.96,"[0.65206516 2.6807756  2.9584942  2.6937184  4.104396   0.45271313
 2.62648    0.7439376  3.2050395  5.237914   0.         5.54976
 4.6999226  3.013205   4.617938   2.5441985 ]",1,[ 7138  2020  2495 15527  7665]
SYNCID0000007549,CA,ON,SCARBOROUGH,other,2.0,118627.0,1999-07-09,2004-04-14,0,10394.31,280.9272972972973,37.0,1.0,36.0,1.0,4049.44,-165.15,"[0.        2.777335  3.305403  2.7254086 2.2601056 2.660623  1.868323
 1.3718228 4.5674696 4.8336573 1.001073  6.6266565 2.4008822 5.680965
 5.1193852 5.419879 ]",1,[ 7139 10818 11195 15654 14767]
SYNCID0000007550,CA,ON,0,8665,1.0,651676.0,2015-12-24,0,Offices of Physiotherapists-Occupational Therapists,81797.03,4305.106842105263,19.0,3.0,5.0,14.0,74752.48,14.19,"[4.1601357 1.1705052 3.334032  2.5810802 1.5613954 3.1727061 2.2193959
 4.1523275 5.165907  5.6371    1.0513835 6.12214   3.5662818 4.5638494
 2.7179904 1.5800105]",1,[7140 7982 9221 9580 1679]
SYNCID0000007551,CA,ON,MISSISSAUGA,7771,1.0,0.0,2022-11-30,0,Management Consulting Services,36346.24,308.01898305084745,118.0,3.0,115.0,2.0,7909.68,0.0,"[3.3666716 3.3921282 7.56672   2.7923174 2.8326108 1.496134  2.2095897
 4.1739883 6.3372674 5.7286515 5.627718  2.9763503 3.1403103 0.
 4.0251083 1.5324675]",1,[ 7141  8937  3626  4785 12128]
SYNCID0000007553,CA,ON,BURLINGTON,7771,1.0,0.0,2012-06-27,2012-10-18,Management Consulting Services,165092.9,1618.5578431372548,102.0,3.0,46.0,53.0,17579.81,0.93,"[3.6471815 4.5716214 6.6683855 2.819217  3.6167867 2.574098  2.6905732
 3.6160076 5.738941  3.315671  3.7581077 2.4590986 3.1054437 1.0600234
 2.586348  0.8684118]",1,[ 7142 10670 14396  5927 11542]
SYNCID0000007554,CA,BC,WEST KELOWNA,7215,2.0,1.0,2022-05-03,2023-08-12,Holding Companies,166339.74,5198.116875,32.0,1.0,24.0,8.0,31757.51,79.49,"[7.6332536 3.2226837 0.9342233 2.6093335 4.7076693 3.037147  1.7770932
 3.573106  3.6347675 4.886578  1.2775861 1.3923383 4.4820876 2.2266364
 5.1483626 3.9020534]",1,[ 7143  1306  1497 15111  2519]
SYNCID0000007555,CA,ON,NEWMARKET,7215,2.0,397997.0,1999-05-20,2023-11-29,Holding Companies,22590.010000000002,7530.003333333334,3.0,1.0,2.0,1.0,16237.5,173.04,"[3.4210117 4.2006407 2.5946121 1.2342513 4.33879   1.9275558 1.8652469
 2.533101  6.374023  5.7716913 0.4555053 2.2340245 3.360328  2.991984
 2.3799624 2.5043976]",1,[ 7144  2453  9096   222 11615]
SYNCID0000007556,CA,ON,MISSISSAUGA,0122,0.0,99365.0,1989-08-13,1992-01-02,0,31032.190000000002,1825.4229411764707,17.0,1.0,12.0,5.0,8479.75,52.12,"[0.98822844 1.7308301  4.77492    2.3855295  1.2890415  3.3093967
 1.2861798  3.89469    6.1772623  5.878046   2.8048964  5.6460195
 1.1428479  3.9405556  5.808441   4.4643526 ]",1,[ 7145 16089   732 12166  4664]
SYNCID0000007557,CA,BC,WEST KELOWNA,7215,1.0,0.0,0,2021-12-10,Holding Companies,40714.35,1071.4302631578946,38.0,5.0,16.0,8.0,7706.09,0.0,"[6.655752  1.6974256 1.7778053 2.8185456 5.5234785 2.9817655 4.109052
 5.160226  2.358409  3.198645  1.3248549 3.3871462 6.5507803 0.8202415
 4.291022  2.4507785]",1,[7146 9981 1919 2565 1327]
SYNCID0000007558,CA,ON,RICHMOND,7799,0.0,0.0,1996-03-08,1991-01-22,Other Business Services n.e.c.,2279120.9899999998,11172.161715686274,204.0,3.0,114.0,90.0,437369.25,1.28,"[3.1682897  5.4083314  2.1837149  0.         2.2187881  1.9368942
 2.984626   3.5136914  5.8275213  0.98494834 2.3929656  4.5277615
 4.5041413  4.573398   1.4097769  3.2850912 ]",1,[ 7147 13417  8655 10913   967]
SYNCID0000007559,CA,AB,LETHBRIDGE,7771,1.0,0.0,2005-01-21,2007-05-15,Management Consulting Services,4686.94,234.34699999999998,20.0,1.0,20.0,0.0,1045.39,5.15,"[5.3536124  3.8763266  2.9172213  2.4534352  4.0268574  4.790873
 3.7186894  2.7302346  6.905902   3.0509355  6.082161   0.699672
 0.22316116 1.1799086  2.610488   1.984111  ]",1,[ 7148 15854 12812  8773 12326]
SYNCID0000007560,CA,ON,MISSISSAUGA,7771,1.0,0.0,2011-01-31,0,Management Consulting Services,40501.53,653.2504838709677,62.0,4.0,59.0,2.0,24576.82,-59.34,"[2.885929  2.737514  7.642377  2.994303  3.2546117 1.9265927 2.682033
 4.620819  6.351184  5.2522397 5.150523  3.2960958 3.6060019 0.
 3.9101572 0.7621999]",1,[ 7149 15369 13740 10238  7971]
