cheque_id,customer_id,amount_cad,debit_credit,transaction_date
CHE00000000000170920,SYNCID0000010692,180.89,credit,2022-11-04
CHE00000000000170921,SYNCID0000010692,174.84,credit,2022-12-02
CHE00000000000170922,SYNCID0000010692,974.24,credit,2023-01-06
CHE00000000000170923,SYNCID0000010692,604.18,debit,2022-12-19
CHE00000000000170924,SYNCID0000010692,216.42,debit,2022-11-07
CHE00000000000170925,SYNCID0000010692,806.53,credit,2023-01-09
CHE00000000000170926,SYNCID0000010692,904.63,debit,2022-11-08
CHE00000000000170927,SYNCID0000010692,1534.74,credit,2022-11-10
CHE00000000000170928,SYNCID0000010692,494.89,credit,2023-01-16
CHE00000000000170929,SYNCID0000010692,1142.85,credit,2023-01-18
CHE00000000000170930,SYNCID0000010692,15920.59,credit,2022-11-14
CHE00000000000170931,SYNCID0000010692,3887.17,debit,2022-12-22
CHE00000000000170932,SYNCID0000010692,557.03,debit,2022-12-08
CHE00000000000170933,SYNCID0000010692,444.37,credit,2022-11-14
CHE00000000000170934,SYNCID0000010692,220.0,debit,2023-01-05
CHE00000000000170935,SYNCID0000010692,875.43,debit,2022-12-07
CHE00000000000170936,SYNCID0000010692,1060.52,debit,2022-12-08
CHE00000000000170937,SYNCID0000010692,10757.58,debit,2022-12-20
CHE00000000000170938,SYNCID0000010692,3557.0,credit,2022-11-21
CHE00000000000170939,SYNCID0000010692,248.87,debit,2022-11-04
CHE00000000000170940,SYNCID0000010692,1523.83,credit,2022-11-14
CHE00000000000170941,SYNCID0000010692,1439.76,credit,2022-12-21
CHE00000000000170942,SYNCID0000010692,1102.12,debit,2022-12-05
CHE00000000000170943,SYNCID0000010692,677.36,debit,2022-11-28
CHE00000000000170944,SYNCID0000010692,9816.28,debit,2022-12-23
CHE00000000000170945,SYNCID0000010692,623.31,credit,2022-11-21
CHE00000000000170946,SYNCID0000010693,157.29,credit,2022-12-19
CHE00000000000170947,SYNCID0000010693,54.17,credit,2022-12-07
CHE00000000000170948,SYNCID0000010693,528.74,credit,2023-01-31
CHE00000000000170949,SYNCID0000010693,2256.79,credit,2022-11-30
CHE00000000000170950,SYNCID0000010693,190.84,debit,2022-12-20
CHE00000000000170951,SYNCID0000010693,20712.03,debit,2022-11-07
CHE00000000000170952,SYNCID0000010693,80158.35,debit,2023-01-23
CHE00000000000170953,SYNCID0000010693,7760.59,credit,2023-01-12
CHE00000000000170954,SYNCID0000010694,1583.65,debit,2022-12-12
CHE00000000000170955,SYNCID0000010694,4016.09,credit,2022-11-10
CHE00000000000170956,SYNCID0000010694,83.25,credit,2022-11-15
CHE00000000000170957,SYNCID0000010694,19.8,credit,2022-11-18
CHE00000000000170967,SYNCID0000010696,8493.91,credit,2022-12-08
CHE00000000000170968,SYNCID0000010696,768.91,debit,2022-11-07
CHE00000000000170969,SYNCID0000010696,6268.67,credit,2023-01-18
CHE00000000000170970,SYNCID0000010696,248.03,credit,2022-11-18
CHE00000000000170971,SYNCID0000010697,1335.02,credit,2022-11-10
CHE00000000000170972,SYNCID0000010698,739.62,debit,2022-11-07
CHE00000000000170973,SYNCID0000010698,44.74,debit,2022-12-28
CHE00000000000170974,SYNCID0000010698,4312.8,credit,2022-12-19
CHE00000000000170975,SYNCID0000010698,19825.65,debit,2022-11-16
CHE00000000000170976,SYNCID0000010698,1705.11,debit,2022-11-14
CHE00000000000170977,SYNCID0000010698,583.46,debit,2022-11-12
CHE00000000000170978,SYNCID0000010698,733.85,debit,2022-12-07
CHE00000000000170979,SYNCID0000010698,21.23,debit,2023-01-16
CHE00000000000170980,SYNCID0000010698,8275.17,debit,2022-11-30
CHE00000000000170981,SYNCID0000010698,279.1,debit,2022-12-14
CHE00000000000170982,SYNCID0000010698,529.97,debit,2022-11-04
CHE00000000000170983,SYNCID0000010698,821.58,debit,2022-11-18
CHE00000000000170984,SYNCID0000010698,6328.25,debit,2022-12-15
CHE00000000000170985,SYNCID0000010699,1291.77,debit,2022-11-15
CHE00000000000170986,SYNCID0000010699,6498.95,debit,2022-11-09
CHE00000000000170987,SYNCID0000010699,4387.7,debit,2022-11-14
CHE00000000000170988,SYNCID0000010699,26793.25,debit,2022-12-09
CHE00000000000170989,SYNCID0000010699,1635.62,debit,2022-12-02
CHE00000000000170990,SYNCID0000010699,694.75,debit,2022-12-05
CHE00000000000170991,SYNCID0000010699,745.78,debit,2022-12-21
CHE00000000000170992,SYNCID0000010699,662.23,credit,2022-12-28
CHE00000000000170993,SYNCID0000010699,134.69,credit,2022-11-08
CHE00000000000170994,SYNCID0000010699,8166.26,credit,2022-12-02
CHE00000000000170995,SYNCID0000010699,241.26,debit,2023-01-17
CHE00000000000170996,SYNCID0000010699,1609.02,debit,2022-12-14
CHE00000000000170997,SYNCID0000010699,210.18,credit,2023-01-27
CHE00000000000170998,SYNCID0000010699,2522.69,debit,2023-01-04
CHE00000000000170999,SYNCID0000010699,1287.51,debit,2022-11-30
CHE00000000000171000,SYNCID0000010699,320.1,credit,2023-01-03
CHE00000000000171001,SYNCID0000010699,44202.19,credit,2022-11-01
CHE00000000000171002,SYNCID0000010699,1627.77,debit,2022-12-19
CHE00000000000171003,SYNCID0000010699,3547.11,credit,2022-11-02
CHE00000000000171004,SYNCID0000010699,205.42,debit,2023-01-12
CHE00000000000171005,SYNCID0000010699,354.01,credit,2022-11-07
CHE00000000000171006,SYNCID0000010699,3158.6,credit,2022-11-07
CHE00000000000171007,SYNCID0000010699,241.81,credit,2022-12-02
CHE00000000000171008,SYNCID0000010699,420.8,credit,2022-11-21
CHE00000000000171009,SYNCID0000010699,727.71,debit,2023-01-04
CHE00000000000171010,SYNCID0000010699,587.43,debit,2023-01-23
CHE00000000000171011,SYNCID0000010699,808.63,credit,2022-11-17
CHE00000000000171012,SYNCID0000010699,3722.38,debit,2022-12-05
CHE00000000000171013,SYNCID0000010699,4124.25,debit,2023-01-06
CHE00000000000171014,SYNCID0000010699,4490.33,debit,2022-12-15
CHE00000000000171015,SYNCID0000010699,80.29,debit,2022-11-03
CHE00000000000171016,SYNCID0000010699,50.12,debit,2022-12-13
CHE00000000000171017,SYNCID0000010699,457.23,credit,2022-11-17
CHE00000000000171018,SYNCID0000010699,392.74,debit,2023-01-03
CHE00000000000171019,SYNCID0000010699,2272.55,debit,2022-11-01
CHE00000000000171020,SYNCID0000010699,13188.01,debit,2022-12-09
CHE00000000000171021,SYNCID0000010699,83.85,debit,2022-11-07
CHE00000000000171022,SYNCID0000010704,30.22,credit,2022-12-05
CHE00000000000171023,SYNCID0000010704,270.43,debit,2023-01-26
CHE00000000000171024,SYNCID0000010704,3249.12,debit,2023-01-19
CHE00000000000171025,SYNCID0000010706,315.75,debit,2023-01-23
CHE00000000000171026,SYNCID0000010706,1433.91,debit,2023-01-06
CHE00000000000171027,SYNCID0000010706,1015.02,credit,2022-11-15
CHE00000000000171028,SYNCID0000010706,898.38,debit,2022-11-08
CHE00000000000171029,SYNCID0000010706,1619.65,debit,2022-11-07
CHE00000000000171030,SYNCID0000010706,299.91,debit,2023-01-20
CHE00000000000171031,SYNCID0000010706,1067.8,debit,2023-01-09
CHE00000000000171032,SYNCID0000010706,1060.0,debit,2022-11-29
CHE00000000000171033,SYNCID0000010706,6112.77,credit,2022-11-15
CHE00000000000171034,SYNCID0000010706,4052.8,credit,2023-01-06
CHE00000000000171035,SYNCID0000010706,1181.78,debit,2023-01-12
CHE00000000000171036,SYNCID0000010706,284.78,debit,2023-01-12
CHE00000000000171037,SYNCID0000010706,1057.95,debit,2022-12-22
CHE00000000000171038,SYNCID0000010707,575.92,debit,2023-01-21
CHE00000000000171039,SYNCID0000010709,8673.08,credit,2022-12-05
CHE00000000000171040,SYNCID0000010709,23050.84,debit,2022-11-17
CHE00000000000171041,SYNCID0000010709,209.9,debit,2023-01-16
CHE00000000000171042,SYNCID0000010709,58.62,debit,2022-12-22
CHE00000000000171043,SYNCID0000010709,306.27,debit,2022-11-22
CHE00000000000171044,SYNCID0000010709,992.91,credit,2023-01-19
CHE00000000000171045,SYNCID0000010710,73.78,credit,2023-01-03
CHE00000000000171046,SYNCID0000010710,6191.75,debit,2022-12-07
CHE00000000000171047,SYNCID0000010710,3479.14,credit,2022-12-05
CHE00000000000171048,SYNCID0000010711,4621.49,credit,2022-11-14
CHE00000000000171049,SYNCID0000010711,38.06,debit,2022-11-28
CHE00000000000171050,SYNCID0000010711,994.32,debit,2022-12-09
CHE00000000000171051,SYNCID0000010711,239.09,credit,2023-01-12
CHE00000000000171052,SYNCID0000010711,1474.23,debit,2023-01-10
CHE00000000000171053,SYNCID0000010711,1697.67,credit,2023-01-03
CHE00000000000171054,SYNCID0000010711,1436.83,credit,2023-01-13
CHE00000000000171055,SYNCID0000010711,19362.95,credit,2023-01-10
CHE00000000000171056,SYNCID0000010711,5779.67,debit,2022-11-07
CHE00000000000171057,SYNCID0000010711,566.37,debit,2023-01-24
CHE00000000000171058,SYNCID0000010711,393.76,credit,2022-11-02
CHE00000000000171059,SYNCID0000010711,3218.6,credit,2022-12-31
CHE00000000000171060,SYNCID0000010711,431.22,credit,2023-01-03
CHE00000000000171061,SYNCID0000010711,818.13,credit,2023-01-31
CHE00000000000171062,SYNCID0000010711,63.84,debit,2022-11-18
CHE00000000000171063,SYNCID0000010711,106.02,credit,2022-12-28
CHE00000000000171064,SYNCID0000010711,1178.36,credit,2022-12-09
CHE00000000000171065,SYNCID0000010712,13830.72,credit,2022-12-16
CHE00000000000171066,SYNCID0000010714,3574.88,debit,2022-12-12
CHE00000000000171067,SYNCID0000010714,1390.3,debit,2022-12-21
CHE00000000000171068,SYNCID0000010714,37924.57,debit,2022-12-30
CHE00000000000171069,SYNCID0000010715,88.5,debit,2022-11-14
CHE00000000000171070,SYNCID0000010715,1070.68,debit,2022-11-04
CHE00000000000171071,SYNCID0000010715,736.09,debit,2022-12-05
CHE00000000000171072,SYNCID0000010715,1326.91,debit,2022-12-06
CHE00000000000171073,SYNCID0000010715,160.74,credit,2022-11-10
CHE00000000000171074,SYNCID0000010715,572.92,debit,2023-01-03
CHE00000000000171075,SYNCID0000010715,363.08,debit,2022-12-05
CHE00000000000171076,SYNCID0000010715,735.31,debit,2022-12-01
CHE00000000000171077,SYNCID0000010715,956.01,debit,2022-12-09
CHE00000000000171078,SYNCID0000010715,54.03,credit,2022-11-24
CHE00000000000171079,SYNCID0000010715,1687.55,debit,2022-11-02
CHE00000000000171080,SYNCID0000010715,3060.15,debit,2022-12-12
CHE00000000000171081,SYNCID0000010715,1753.4,credit,2022-12-01
CHE00000000000171082,SYNCID0000010715,205.02,debit,2022-12-20
CHE00000000000171083,SYNCID0000010715,8859.26,debit,2022-12-08
CHE00000000000171084,SYNCID0000010715,486.25,debit,2022-12-22
CHE00000000000171085,SYNCID0000010715,1288.27,debit,2022-11-28
CHE00000000000171086,SYNCID0000010715,17439.87,debit,2022-11-03
CHE00000000000171087,SYNCID0000010715,1049.19,debit,2023-01-03
CHE00000000000171088,SYNCID0000010715,261.54,credit,2022-11-08
CHE00000000000171089,SYNCID0000010715,2843.49,debit,2023-01-27
CHE00000000000171090,SYNCID0000010715,6347.86,credit,2022-12-19
CHE00000000000171091,SYNCID0000010715,216.19,debit,2022-11-14
CHE00000000000171092,SYNCID0000010715,349.46,debit,2023-01-04
CHE00000000000171093,SYNCID0000010717,431.74,credit,2022-12-07
CHE00000000000171094,SYNCID0000010719,8855.16,debit,2022-12-30
CHE00000000000171095,SYNCID0000010719,12099.13,credit,2023-01-09
CHE00000000000171096,SYNCID0000010719,279.16,debit,2022-12-19
CHE00000000000171097,SYNCID0000010719,83.06,debit,2022-11-25
CHE00000000000171098,SYNCID0000010719,4625.36,credit,2022-11-03
CHE00000000000171099,SYNCID0000010719,153.37,credit,2022-11-10
CHE00000000000171100,SYNCID0000010719,166.03,debit,2022-12-15
CHE00000000000171101,SYNCID0000010719,330.79,credit,2023-01-04
CHE00000000000171102,SYNCID0000010719,1378.1,debit,2022-12-06
CHE00000000000171103,SYNCID0000010719,833.3,debit,2022-12-09
CHE00000000000171104,SYNCID0000010719,406.68,debit,2022-12-28
CHE00000000000171105,SYNCID0000010719,33415.09,credit,2022-12-14
CHE00000000000171106,SYNCID0000010719,2151.14,debit,2023-01-19
CHE00000000000171107,SYNCID0000010719,451.83,debit,2022-12-12
CHE00000000000171108,SYNCID0000010719,449.58,debit,2022-11-22
CHE00000000000171109,SYNCID0000010719,546.36,debit,2022-11-08
CHE00000000000171110,SYNCID0000010719,685.37,debit,2022-12-02
CHE00000000000171111,SYNCID0000010719,814.44,credit,2022-12-28
CHE00000000000171112,SYNCID0000010719,232.86,credit,2022-12-19
CHE00000000000171113,SYNCID0000010719,8750.64,credit,2022-12-22
CHE00000000000171114,SYNCID0000010719,904.74,credit,2022-11-30
CHE00000000000171115,SYNCID0000010719,11159.26,debit,2023-01-25
CHE00000000000171116,SYNCID0000010719,4360.18,debit,2022-12-28
CHE00000000000171117,SYNCID0000010719,4100.12,credit,2022-11-07
CHE00000000000171118,SYNCID0000010719,1510.64,debit,2022-12-06
CHE00000000000171119,SYNCID0000010720,1539.87,debit,2022-11-16
CHE00000000000171120,SYNCID0000010720,534.38,credit,2023-01-12
CHE00000000000171121,SYNCID0000010720,106.98,credit,2022-11-25
CHE00000000000171122,SYNCID0000010720,688.74,debit,2022-11-28
CHE00000000000171123,SYNCID0000010720,107.54,debit,2023-01-30
CHE00000000000171124,SYNCID0000010720,16311.92,debit,2023-01-09
CHE00000000000171125,SYNCID0000010720,114.3,debit,2022-11-23
CHE00000000000171126,SYNCID0000010720,52.42,credit,2022-11-17
CHE00000000000171127,SYNCID0000010720,117.27,debit,2023-01-09
CHE00000000000171128,SYNCID0000010720,1595.87,debit,2022-11-14
CHE00000000000171129,SYNCID0000010720,414.86,credit,2023-01-26
CHE00000000000171130,SYNCID0000010720,630.72,debit,2022-11-07
CHE00000000000171131,SYNCID0000010720,841.43,credit,2023-01-09
CHE00000000000171132,SYNCID0000010720,1774.24,debit,2022-11-07
CHE00000000000171133,SYNCID0000010720,1454.64,credit,2023-01-16
CHE00000000000171134,SYNCID0000010720,51.98,credit,2022-12-09
CHE00000000000171135,SYNCID0000010720,196.23,debit,2022-11-08
CHE00000000000171136,SYNCID0000010720,1484.54,debit,2022-12-30
CHE00000000000171137,SYNCID0000010720,202.19,debit,2022-11-28
CHE00000000000171138,SYNCID0000010720,53.84,credit,2022-11-22
CHE00000000000171139,SYNCID0000010720,588.49,debit,2023-01-10
CHE00000000000171140,SYNCID0000010720,261.42,debit,2022-11-04
CHE00000000000171141,SYNCID0000010720,10795.31,debit,2023-01-03
CHE00000000000171142,SYNCID0000010720,719.87,credit,2022-12-30
CHE00000000000171143,SYNCID0000010720,747.06,credit,2022-12-20
CHE00000000000171144,SYNCID0000010720,2980.31,debit,2022-12-02
CHE00000000000171145,SYNCID0000010720,658.27,debit,2022-12-28
CHE00000000000171146,SYNCID0000010720,914.3,credit,2022-11-14
CHE00000000000171147,SYNCID0000010720,69.39,debit,2022-11-15
CHE00000000000171148,SYNCID0000010720,35.11,debit,2023-01-03
CHE00000000000171149,SYNCID0000010720,7250.34,debit,2022-12-14
CHE00000000000171150,SYNCID0000010720,162.9,debit,2023-01-24
CHE00000000000171151,SYNCID0000010720,698.84,credit,2022-12-21
CHE00000000000171152,SYNCID0000010720,81.69,credit,2023-01-18
CHE00000000000171153,SYNCID0000010720,4744.36,credit,2022-11-17
CHE00000000000171154,SYNCID0000010720,61.41,credit,2023-01-30
CHE00000000000171155,SYNCID0000010720,694.48,debit,2022-12-07
CHE00000000000171156,SYNCID0000010720,398.4,credit,2022-11-01
CHE00000000000171157,SYNCID0000010720,1039.48,debit,2022-12-19
CHE00000000000171158,SYNCID0000010720,3527.99,credit,2023-01-23
CHE00000000000171159,SYNCID0000010720,95.46,credit,2022-12-07
CHE00000000000171160,SYNCID0000010720,79.39,credit,2023-01-26
CHE00000000000171161,SYNCID0000010720,463.3,credit,2022-11-02
CHE00000000000171162,SYNCID0000010720,411.41,credit,2022-11-14
CHE00000000000171163,SYNCID0000010720,633.84,debit,2022-12-22
CHE00000000000171164,SYNCID0000010720,1968.67,debit,2022-12-21
CHE00000000000171165,SYNCID0000010720,333.72,debit,2022-11-01
CHE00000000000171166,SYNCID0000010720,2571.65,credit,2022-11-25
CHE00000000000171167,SYNCID0000010720,156.38,debit,2022-11-25
CHE00000000000171168,SYNCID0000010720,391.15,debit,2022-12-02
CHE00000000000171169,SYNCID0000010720,227.36,credit,2022-12-22
CHE00000000000171170,SYNCID0000010720,104.08,credit,2022-11-03
CHE00000000000171171,SYNCID0000010720,991.2,credit,2022-12-28
CHE00000000000171172,SYNCID0000010720,68.51,credit,2022-12-21
CHE00000000000171173,SYNCID0000010720,6423.18,debit,2023-01-11
CHE00000000000171174,SYNCID0000010720,42.66,debit,2023-01-03
CHE00000000000171175,SYNCID0000010720,997.14,debit,2022-11-09
CHE00000000000171176,SYNCID0000010720,387.06,debit,2022-12-23
CHE00000000000171177,SYNCID0000010720,260.37,credit,2022-11-14
CHE00000000000171178,SYNCID0000010720,48.77,debit,2022-12-01
CHE00000000000171179,SYNCID0000010720,292.41,debit,2023-01-12
CHE00000000000171180,SYNCID0000010720,308.97,debit,2022-12-30
CHE00000000000171181,SYNCID0000010720,148.8,debit,2022-12-28
CHE00000000000171182,SYNCID0000010720,67.89,debit,2022-12-15
CHE00000000000171183,SYNCID0000010720,1355.04,debit,2022-11-04
CHE00000000000171184,SYNCID0000010720,429.98,debit,2023-01-06
CHE00000000000171185,SYNCID0000010720,207.42,credit,2022-11-10
CHE00000000000171186,SYNCID0000010720,44.59,credit,2023-01-31
CHE00000000000171187,SYNCID0000010720,15.4,credit,2022-11-03
CHE00000000000171188,SYNCID0000010720,175.55,debit,2023-01-03
CHE00000000000171189,SYNCID0000010720,898.29,debit,2023-01-10
CHE00000000000171190,SYNCID0000010720,417.93,debit,2023-01-18
CHE00000000000171191,SYNCID0000010720,60.38,credit,2022-12-19
CHE00000000000171192,SYNCID0000010720,21.62,debit,2022-12-02
CHE00000000000171193,SYNCID0000010720,4.27,debit,2023-01-20
CHE00000000000171194,SYNCID0000010720,14.11,credit,2023-01-04
CHE00000000000171195,SYNCID0000010720,1071.95,credit,2022-12-29
CHE00000000000171196,SYNCID0000010720,48.85,credit,2022-12-22
CHE00000000000171197,SYNCID0000010720,1080.0,credit,2022-11-08
CHE00000000000171198,SYNCID0000010720,192.78,debit,2022-12-05
CHE00000000000171199,SYNCID0000010720,2730.77,debit,2022-11-15
CHE00000000000171200,SYNCID0000010720,809.48,credit,2023-01-30
CHE00000000000171201,SYNCID0000010720,4745.36,debit,2023-01-26
CHE00000000000171202,SYNCID0000010720,1431.21,credit,2022-12-30
CHE00000000000171203,SYNCID0000010720,281.91,credit,2023-01-10
CHE00000000000171204,SYNCID0000010720,264.7,credit,2022-12-09
CHE00000000000171205,SYNCID0000010720,458.35,debit,2023-01-13
CHE00000000000171206,SYNCID0000010720,773.37,credit,2022-12-01
CHE00000000000171207,SYNCID0000010720,137.51,credit,2022-12-29
CHE00000000000171208,SYNCID0000010720,91.44,credit,2022-12-19
CHE00000000000171209,SYNCID0000010720,31.02,credit,2022-11-08
CHE00000000000171210,SYNCID0000010720,40.49,debit,2022-11-23
CHE00000000000171211,SYNCID0000010720,530.76,debit,2022-11-01
CHE00000000000171212,SYNCID0000010720,258.52,credit,2022-11-06
CHE00000000000171213,SYNCID0000010720,4311.62,debit,2023-01-04
CHE00000000000171214,SYNCID0000010720,924.05,debit,2023-01-04
CHE00000000000171215,SYNCID0000010720,105.36,credit,2023-01-17
CHE00000000000171216,SYNCID0000010720,484.53,credit,2022-12-30
CHE00000000000171217,SYNCID0000010720,39.24,credit,2022-11-10
CHE00000000000171218,SYNCID0000010720,755.22,debit,2022-11-01
CHE00000000000171219,SYNCID0000010720,834.56,debit,2022-12-09
CHE00000000000171220,SYNCID0000010720,28.08,credit,2023-01-05
CHE00000000000171221,SYNCID0000010720,1023.45,debit,2022-11-10
CHE00000000000171222,SYNCID0000010720,77.49,debit,2023-01-09
CHE00000000000171223,SYNCID0000010722,70.91,debit,2023-01-09
CHE00000000000171224,SYNCID0000010722,201.99,debit,2023-01-06
CHE00000000000171225,SYNCID0000010722,51.37,debit,2023-01-03
CHE00000000000171226,SYNCID0000010722,454.28,credit,2023-01-10
CHE00000000000171227,SYNCID0000010722,446.56,debit,2023-01-11
CHE00000000000171228,SYNCID0000010722,52.72,credit,2022-11-15
CHE00000000000171229,SYNCID0000010722,2505.44,debit,2022-12-20
CHE00000000000171230,SYNCID0000010722,1060.31,debit,2022-11-24
CHE00000000000171231,SYNCID0000010722,127.07,debit,2022-11-14
CHE00000000000171232,SYNCID0000010723,1077.17,credit,2022-11-14
CHE00000000000171233,SYNCID0000010723,186.33,credit,2022-11-28
CHE00000000000171234,SYNCID0000010723,820.74,credit,2022-11-01
CHE00000000000171235,SYNCID0000010723,12712.35,debit,2023-01-06
CHE00000000000171236,SYNCID0000010723,2129.32,credit,2023-01-04
CHE00000000000171237,SYNCID0000010724,563.59,credit,2022-12-21
CHE00000000000171238,SYNCID0000010725,472.62,debit,2022-11-22
CHE00000000000171239,SYNCID0000010725,413.97,debit,2023-01-16
CHE00000000000171240,SYNCID0000010725,1397.8,debit,2023-01-25
CHE00000000000171241,SYNCID0000010725,1470.87,debit,2022-11-15
CHE00000000000171242,SYNCID0000010725,1055.37,debit,2023-01-16
CHE00000000000171243,SYNCID0000010725,3374.42,credit,2023-01-27
CHE00000000000171244,SYNCID0000010725,5251.35,debit,2023-01-24
CHE00000000000171245,SYNCID0000010725,5169.46,debit,2022-11-04
CHE00000000000171246,SYNCID0000010725,131.55,debit,2023-01-18
CHE00000000000171247,SYNCID0000010725,9819.74,credit,2023-01-23
CHE00000000000171248,SYNCID0000010725,122.93,credit,2022-12-09
CHE00000000000171249,SYNCID0000010725,309.36,debit,2023-01-17
CHE00000000000171250,SYNCID0000010725,889.95,debit,2022-11-01
CHE00000000000171251,SYNCID0000010725,10185.82,credit,2022-12-19
CHE00000000000171252,SYNCID0000010725,3969.46,debit,2022-11-14
CHE00000000000171253,SYNCID0000010725,417.17,debit,2023-01-17
CHE00000000000171254,SYNCID0000010725,826.62,credit,2022-11-18
CHE00000000000171255,SYNCID0000010725,841.93,debit,2022-12-16
CHE00000000000171256,SYNCID0000010725,2414.69,debit,2022-11-30
CHE00000000000171257,SYNCID0000010725,1160.84,debit,2022-12-07
CHE00000000000171258,SYNCID0000010725,478.13,credit,2023-01-20
CHE00000000000171259,SYNCID0000010725,538.66,debit,2022-12-16
CHE00000000000171260,SYNCID0000010725,264.3,credit,2022-11-14
CHE00000000000171261,SYNCID0000010725,365.86,debit,2023-01-18
CHE00000000000171262,SYNCID0000010725,330.95,credit,2022-11-10
CHE00000000000171263,SYNCID0000010725,319.74,credit,2023-01-24
CHE00000000000171264,SYNCID0000010725,115.32,debit,2022-11-07
CHE00000000000171265,SYNCID0000010725,53.66,credit,2023-01-05
CHE00000000000171266,SYNCID0000010725,536.6,debit,2023-01-23
CHE00000000000171267,SYNCID0000010725,51.66,credit,2022-12-19
CHE00000000000171268,SYNCID0000010725,1170.89,debit,2022-12-14
CHE00000000000171269,SYNCID0000010725,8285.63,credit,2023-01-16
CHE00000000000171270,SYNCID0000010725,298.09,debit,2023-01-12
CHE00000000000171271,SYNCID0000010725,20785.07,credit,2022-12-13
CHE00000000000171272,SYNCID0000010725,71.92,debit,2022-12-07
CHE00000000000171273,SYNCID0000010725,60.03,debit,2022-11-29
CHE00000000000171274,SYNCID0000010725,642.31,debit,2023-01-18
CHE00000000000171275,SYNCID0000010725,881.91,debit,2022-11-25
CHE00000000000171276,SYNCID0000010725,603.54,debit,2023-01-24
CHE00000000000171277,SYNCID0000010725,1206.49,debit,2022-11-10
CHE00000000000171278,SYNCID0000010725,4214.98,debit,2023-01-16
CHE00000000000171279,SYNCID0000010727,166535.86,credit,2022-11-21
CHE00000000000171280,SYNCID0000010729,199.7,credit,2022-12-15
CHE00000000000171281,SYNCID0000010729,825.1,debit,2022-12-23
CHE00000000000171282,SYNCID0000010729,74.66,credit,2022-12-21
CHE00000000000171283,SYNCID0000010729,364.61,credit,2023-01-23
CHE00000000000171284,SYNCID0000010729,477.53,debit,2023-01-30
CHE00000000000171285,SYNCID0000010730,5641.03,debit,2023-01-06
CHE00000000000171286,SYNCID0000010730,1577.49,debit,2022-11-15
CHE00000000000171287,SYNCID0000010730,1177.67,debit,2023-01-19
CHE00000000000171288,SYNCID0000010730,3227.51,debit,2023-01-10
CHE00000000000171289,SYNCID0000010730,1493.76,debit,2023-01-16
CHE00000000000171290,SYNCID0000010730,108.01,debit,2023-01-16
CHE00000000000171291,SYNCID0000010730,400.88,debit,2022-12-16
CHE00000000000171292,SYNCID0000010730,313.14,credit,2022-11-01
CHE00000000000171293,SYNCID0000010730,3427.28,credit,2022-11-08
CHE00000000000171294,SYNCID0000010730,66.78,debit,2022-12-13
CHE00000000000171295,SYNCID0000010730,1170.85,credit,2022-11-29
CHE00000000000171296,SYNCID0000010730,2610.6,credit,2023-01-03
CHE00000000000171297,SYNCID0000010730,1953.27,debit,2022-12-13
CHE00000000000171298,SYNCID0000010730,309.61,credit,2023-01-31
CHE00000000000171299,SYNCID0000010730,60.99,debit,2023-01-27
CHE00000000000171300,SYNCID0000010730,426.64,credit,2023-01-06
CHE00000000000171301,SYNCID0000010730,1819.84,debit,2022-11-14
CHE00000000000171302,SYNCID0000010730,706.94,credit,2023-01-04
CHE00000000000171303,SYNCID0000010730,157.45,debit,2022-12-21
CHE00000000000171304,SYNCID0000010730,308.24,credit,2022-11-30
CHE00000000000171305,SYNCID0000010730,1319.66,credit,2023-01-06
CHE00000000000171306,SYNCID0000010730,4777.14,debit,2022-12-08
CHE00000000000171307,SYNCID0000010730,107.46,debit,2023-01-12
CHE00000000000171308,SYNCID0000010730,782.54,debit,2022-12-16
CHE00000000000171309,SYNCID0000010730,35863.45,credit,2023-01-27
CHE00000000000171310,SYNCID0000010730,1582.71,credit,2022-11-07
CHE00000000000171311,SYNCID0000010730,55483.76,debit,2022-11-10
CHE00000000000171312,SYNCID0000010730,262.6,credit,2023-01-03
CHE00000000000171313,SYNCID0000010730,11325.03,credit,2023-01-19
CHE00000000000171314,SYNCID0000010730,293.59,debit,2023-01-13
CHE00000000000171315,SYNCID0000010730,5032.62,debit,2022-12-07
CHE00000000000171316,SYNCID0000010730,3463.73,debit,2023-01-23
CHE00000000000171317,SYNCID0000010730,529.39,debit,2023-01-16
CHE00000000000171318,SYNCID0000010730,51.89,debit,2022-11-04
CHE00000000000171319,SYNCID0000010730,48.39,credit,2022-11-25
CHE00000000000171320,SYNCID0000010730,237.63,credit,2022-12-05
CHE00000000000171321,SYNCID0000010730,16632.2,credit,2022-11-15
CHE00000000000171322,SYNCID0000010730,168.22,credit,2022-12-05
CHE00000000000171323,SYNCID0000010730,427.44,credit,2023-01-18
CHE00000000000171324,SYNCID0000010730,2481.84,debit,2022-11-24
CHE00000000000171325,SYNCID0000010730,293.59,debit,2022-12-12
CHE00000000000171326,SYNCID0000010730,1162.53,debit,2022-11-18
CHE00000000000171327,SYNCID0000010730,1458.07,credit,2022-12-13
CHE00000000000171328,SYNCID0000010730,927.75,credit,2023-01-12
CHE00000000000171329,SYNCID0000010730,130.03,debit,2022-12-14
CHE00000000000171330,SYNCID0000010730,31.71,credit,2022-11-22
CHE00000000000171331,SYNCID0000010730,811.27,debit,2022-11-21
CHE00000000000171332,SYNCID0000010730,1577.41,credit,2023-01-10
CHE00000000000171333,SYNCID0000010730,634.36,debit,2022-11-02
CHE00000000000171334,SYNCID0000010730,2125.08,credit,2022-11-13
