customer_id,country,province,city,industry_code,employee_count,sales,established_date,onboard_date,industry,total_amount,avg_amount,transaction_count,unique_transaction_types,debit_count,credit_count,max_transaction,min_transaction,cluster,anomaly_score
SYNCID0000007352,CA,0,other,9631,25.0,2235213.0,2013-11-15,2013-12-29,Entertainment Production Companies and Artists,68656.23,2288.5409999999997,30.0,4.0,19.0,9.0,14226.0,0.0,0,1
SYNCID0000007353,CA,ON,TORONTO,7752,1.0,0.0,2020-02-17,2020-05-30,Offices of Engineers,142439.22,449.3350788643533,317.0,4.0,297.0,16.0,11554.8,-67.55,0,1
SYNCID0000007354,CA,0,other,0141,1.0,133454.0,1981-09-26,1983-06-11,0,2196.23,366.03833333333336,6.0,2.0,3.0,3.0,795.98,36.62,3,1
SYNCID0000007355,CA,AB,LLOYDMINSTER,4219,1.0,0.0,2021-03-05,2021-06-04,Other Site Work,77983.69,1732.970888888889,45.0,4.0,33.0,11.0,31193.64,0.0,0,1
SYNCID0000007356,CA,ON,MARKHAM,7721,2.0,0.0,2003-12-01,2003-12-31,Computer Services,205398.66,7082.712413793103,29.0,2.0,11.0,18.0,108074.94,2.11,3,1
SYNCID0000007357,CA,AB,RED DEER,4013,0.0,0.0,0,2018-09-16,Residential Renovation,16475.42,257.4284375,64.0,3.0,62.0,2.0,2923.18,0.0,0,1
SYNCID0000007358,CA,ON,MILTON,other,2.0,120760.0,2003-08-09,0,0,35988.799999999996,1564.7304347826084,23.0,3.0,19.0,4.0,14365.81,2.13,0,1
SYNCID0000007359,CA,ON,BRAMPTON,7771,0.0,0.0,2022-06-02,2022-08-06,Management Consulting Services,108518.19,5167.532857142857,21.0,3.0,5.0,9.0,27229.44,14.37,0,1
SYNCID0000007360,CA,0,other,0112,0.0,0.0,2023-07-25,2023-09-19,0,-5791.780000000001,-214.5103703703704,27.0,2.0,22.0,5.0,5238.28,-27937.82,3,1
SYNCID0000007361,CA,BC,KELOWNA,4299,1.0,61639.0,2005-08-28,2009-08-28,Other Trade Work n.e.c.,24508.02,765.875625,32.0,1.0,31.0,1.0,15638.48,0.0,3,1
SYNCID0000007362,CA,ON,MISSISSAUGA,0119,0.0,80439.0,1999-04-17,1999-08-23,0,180711.99,1544.546923076923,117.0,4.0,87.0,30.0,107463.76,-26695.82,0,1
SYNCID0000007363,CA,QC,LONGUEUIL,7215,0.0,0.0,2014-02-22,0,Holding Companies,2356.46,1178.23,2.0,1.0,0.0,2.0,1884.1,472.36,3,1
SYNCID0000007364,CA,ON,BANCROFT,7761,1.0,0.0,0,2020-12-20,Offices of Lawyers and Notaries,314078.78,3019.9882692307697,104.0,2.0,75.0,29.0,65300.71,0.0,3,1
SYNCID0000007365,CA,0,other,7752,0.0,67172.0,2015-11-12,2019-01-31,Offices of Engineers,121288.19,1757.7998550724637,69.0,5.0,46.0,15.0,57756.98,-49.01,0,1
SYNCID0000007366,CA,ON,OAKVILLE,7292,0.0,0.0,2023-06-05,0,"Estate, Trust and Agency Funds",578477.76,21425.102222222224,27.0,2.0,24.0,3.0,459576.42,0.0,3,1
SYNCID0000007367,CA,0,other,9953,1.0,38999.0,2021-06-03,0,Janitorial Services,418086.66,3240.981860465116,129.0,3.0,103.0,26.0,213022.9,0.0,0,1
SYNCID0000007368,CA,ON,KESWICK,7712,2.0,116419.0,2004-06-27,2008-06-03,Personnel Suppliers,10123.59,1687.265,6.0,2.0,1.0,5.0,7208.21,64.27,3,1
SYNCID0000007371,CA,ON,TORONTO,4839,3.0,605285.0,2021-07-25,2021-11-07,Other Telecommunication Industries,17309768.37,129177.37589552239,134.0,3.0,35.0,7.0,1490771.23,16.31,0,1
SYNCID0000007372,CA,QC,MONTREAL,9659,0.0,0.0,1996-04-20,2017-07-11,Other Sports and Recreation Clubs,64507.45,733.0392045454545,88.0,4.0,60.0,26.0,11804.39,7.95,0,1
SYNCID0000007374,CA,0,other,7215,2.0,0.0,2023-02-04,2023-03-30,Holding Companies,1503813.53,83545.19611111112,18.0,2.0,6.0,12.0,518742.24,156.2,3,1
SYNCID0000007375,CA,0,other,9631,1.0,0.0,2005-09-14,2006-05-24,Entertainment Production Companies and Artists,8436.39,8436.39,1.0,1.0,0.0,1.0,8436.39,8436.39,3,1
SYNCID0000007376,CA,ON,MISSISSAUGA,6031,0.0,379605.0,2020-09-27,2020-12-12,Pharmacies,215552.54,1267.9561176470588,170.0,4.0,44.0,11.0,31426.38,-26.77,0,1
SYNCID0000007377,CA,AB,0,9212,2.0,0.0,2021-10-22,0,"Restaurants, Unlicensed (including Drive-Ins)",333327.56,1949.2839766081872,171.0,4.0,143.0,7.0,213442.49,0.0,0,1
SYNCID0000007378,CA,ON,SCARBOROUGH,7752,0.0,0.0,2015-02-28,2015-11-10,Offices of Engineers,262.54,262.54,1.0,1.0,0.0,1.0,262.54,262.54,3,1
SYNCID0000007379,CA,ON,BURLINGTON,4581,0.0,0.0,2023-03-01,2023-03-22,Taxicab Industry,7314.96,1044.9942857142858,7.0,2.0,1.0,3.0,3049.03,41.14,3,1
SYNCID0000007380,CA,ON,TORONTO,9211,1.0,0.0,0,2020-10-23,"Restaurants, Licensed",131944.31,1188.6874774774774,111.0,5.0,87.0,14.0,80124.75,-306.63,0,1
SYNCID0000007381,CA,AB,EDMONTON,0919,1.0,233530.0,1998-09-12,2010-01-18,0,54241.75,18080.583333333332,3.0,2.0,1.0,2.0,52199.03,59.39,3,1
SYNCID0000007382,CA,BC,KELOWNA,other,0.0,0.0,1977-06-19,1984-11-15,0,22019.09,1467.9393333333333,15.0,1.0,4.0,11.0,17563.23,4.23,3,1
SYNCID0000007383,CA,BC,LAKE COUNTRY,4275,1.0,97653.0,2011-03-28,2013-01-16,Painting and Decorating Work,64271.799999999996,3570.655555555555,18.0,4.0,13.0,5.0,23062.03,21.45,0,1
SYNCID0000007385,CA,QC,other,7215,1.0,0.0,0,2004-03-27,Holding Companies,155444.61,4857.6440625,32.0,3.0,17.0,15.0,28924.19,24.02,0,1
SYNCID0000007386,CA,AB,EDMONTON,4561,1.0,0.0,2020-12-16,0,General Freight Trucking Industry,2822155.2,6784.026923076924,416.0,2.0,402.0,14.0,2652124.71,-212.99,4,-1
SYNCID0000007387,CA,BC,BURNABY,other,2.0,0.0,2022-09-06,2022-10-29,0,4460.0599999999995,318.57571428571424,14.0,2.0,13.0,1.0,2865.72,0.0,3,1
SYNCID0000007388,CA,ON,BOLTON,9861,0.0,1.0,2007-01-05,1999-12-15,Civic and Fraternal Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
SYNCID0000007389,CA,ON,KINGSTON,other,0.0,89756.0,2009-09-04,2014-07-16,0,36353.61,484.7148,75.0,2.0,74.0,1.0,5466.39,-180.08,3,1
SYNCID0000007390,CA,BC,PRINCE GEORGE,4499,1.0,1470401.0,0,0,Other Services Incidental to Construction n.e.c.,105549.18000000001,359.01081632653063,294.0,2.0,286.0,8.0,13584.5,-102.09,0,1
SYNCID0000007391,CA,MB,WINNIPEG,7292,0.0,0.0,0,2021-10-10,"Estate, Trust and Agency Funds",51404.93,1285.12325,40.0,1.0,0.0,0.0,5797.43,34.06,3,1
SYNCID0000007392,CA,ON,THORNHILL,8652,1.0,92887.0,2019-10-16,2020-11-09,"Offices of Physicians and Surgeons, Specialists",193852.44999999998,2730.316197183098,71.0,2.0,57.0,14.0,104050.29,0.0,3,1
SYNCID0000007393,CA,BC,KELOWNA,6311,35.0,25538555.0,0,1964-08-04,Automobile (New) Dealers,5448.54,908.09,6.0,1.0,3.0,3.0,3395.87,69.7,0,1
SYNCID0000007394,CA,0,other,other,1.0,0.0,2021-10-23,2021-11-08,0,118758.43999999999,1885.054603174603,63.0,2.0,59.0,4.0,102619.04,0.0,3,1
SYNCID0000007395,CA,NS,HALIFAX,6413,2.0,0.0,2022-01-14,2022-04-20,Other General Merchandise Stores,40733.42,277.09809523809525,147.0,2.0,140.0,6.0,8498.15,-333.32,3,1
SYNCID0000007396,CA,ON,WINDSOR,4013,1.0,1.0,0,0,Residential Renovation,994905.7,3158.4307936507935,315.0,5.0,92.0,209.0,140510.21,0.34,4,1
SYNCID0000007397,CA,BC,SURREY,7292,0.0,0.0,2021-08-30,2021-10-08,"Estate, Trust and Agency Funds",84130.21,1237.2089705882354,68.0,1.0,0.0,0.0,7030.53,6.23,3,1
SYNCID0000007398,CA,ON,TORONTO,other,1.0,83075.0,2017-01-19,2017-03-18,0,1009144.8,3213.836942675159,314.0,2.0,140.0,174.0,294539.7,0.99,4,1
SYNCID0000007399,CA,0,other,7771,2.0,435156.0,1997-05-02,1999-08-04,Management Consulting Services,107273.9,1577.5573529411763,68.0,6.0,50.0,14.0,32551.85,0.75,0,1
SYNCID0000007400,CA,0,other,3199,0.0,1549390.0,2018-02-22,2018-05-28,Other Machinery and Equipment Industries n.e.c.,237945.24,1149.4939130434782,207.0,4.0,141.0,63.0,47103.92,-3271.58,0,1
SYNCID0000007401,CA,0,other,4013,0.0,0.0,2014-04-26,2017-04-20,Residential Renovation,34825.43,696.5086,50.0,2.0,38.0,2.0,14403.27,0.0,3,1
SYNCID0000007402,CA,AB,ROCKY VIEW COUNTY,7299,0.0,0.0,2010-07-24,2018-03-10,Other Investment Intermediaries n.e.c.,3192.65,399.08125,8.0,2.0,3.0,5.0,1651.92,1.92,3,1
SYNCID0000007403,CA,ON,TORONTO,8665,4.0,0.0,2003-07-01,2008-05-10,Offices of Physiotherapists-Occupational Therapists,3584850.81,81473.88204545455,44.0,2.0,24.0,20.0,3321967.64,11.58,3,1
SYNCID0000007404,CA,0,other,4299,1.0,0.0,0,2018-12-29,Other Trade Work n.e.c.,12871.03,459.6796428571429,28.0,2.0,26.0,2.0,5439.68,0.0,3,1
SYNCID0000007405,CA,0,other,7761,1.0,0.0,0,2020-10-04,Offices of Lawyers and Notaries,4302.91,614.7014285714286,7.0,2.0,3.0,3.0,1813.73,135.26,3,1
SYNCID0000007406,CA,ON,WOODBRIDGE,7215,2.0,0.0,0,2016-12-25,Holding Companies,853.34,284.44666666666666,3.0,1.0,1.0,2.0,395.13,120.08,3,1
SYNCID0000007407,CA,ON,OSGOODE,7721,0.0,0.0,2008-12-13,2016-05-19,Computer Services,275123.07,1382.5279899497489,199.0,4.0,7.0,9.0,24471.93,6.11,0,1
SYNCID0000007408,CA,ON,other,7215,0.0,0.0,2012-03-05,2012-09-12,Holding Companies,1409954.02,8342.923195266272,169.0,2.0,79.0,90.0,533372.81,10.08,3,1
SYNCID0000007409,CA,0,other,other,0.0,0.0,1992-04-01,1992-08-25,0,35277.56,476.72378378378374,74.0,2.0,1.0,2.0,6400.48,18.38,3,1
SYNCID0000007410,CA,ON,TORONTO,7215,1.0,0.0,2017-05-05,0,Holding Companies,6116.61,1223.322,5.0,2.0,3.0,2.0,3425.35,29.03,3,1
SYNCID0000007411,CA,0,other,7215,1.0,23884.0,0,2018-06-26,Holding Companies,136405.65,1118.0790983606557,122.0,3.0,23.0,7.0,10267.8,2.08,0,1
SYNCID0000007412,CA,AB,0,2499,3.0,400557.0,0,2013-02-23,Other Clothing and Apparel Industries n.e.c.,645564.61,8383.955974025974,77.0,3.0,35.0,20.0,249450.44,4.14,0,1
SYNCID0000007413,CA,ON,STITTSVILLE,other,0.0,0.0,0,1991-09-17,0,33695.32,449.27093333333335,75.0,2.0,75.0,0.0,23254.98,0.0,3,1
SYNCID0000007414,CA,MB,other,7759,0.0,60008.0,2013-06-13,2014-12-19,Other Scientific and Technical Services,130979.17,1015.3424031007752,129.0,4.0,123.0,4.0,53896.28,-16.54,0,1
SYNCID0000007415,CA,BC,LANGLEY,5999,3.0,0.0,0,2022-07-24,"Other Products n.e.c., Wholesale",38155.92,243.03133757961783,157.0,1.0,151.0,6.0,5164.42,-420.33,3,1
SYNCID0000007416,CA,QC,MONTREAL,7721,1.0,0.0,0,2017-06-01,Computer Services,715.52,238.50666666666666,3.0,1.0,2.0,1.0,290.58,171.24,3,1
SYNCID0000007417,CA,YT,WHITEHORSE,7215,1.0,2599638.0,2011-10-12,0,Holding Companies,95267.32,1058.5257777777779,90.0,3.0,80.0,10.0,23991.2,-262.93,0,1
SYNCID0000007418,CA,ON,OTTAWA,4233,2.0,0.0,2019-04-23,2019-05-18,Glass and Glazing Work,301625.8,1173.6412451361866,257.0,5.0,226.0,24.0,55056.12,-20.23,0,1
SYNCID0000007419,CA,0,other,8641,2.0,55869.0,2000-11-23,2001-08-05,Child Day-Care and Nursery School Services,121196.57,3366.571388888889,36.0,4.0,18.0,17.0,44378.9,0.13,0,1
SYNCID0000007420,CA,0,other,7292,0.0,0.0,2023-06-30,2024-07-11,"Estate, Trust and Agency Funds",48111.770000000004,6013.9712500000005,8.0,1.0,6.0,2.0,26437.15,93.69,3,1
SYNCID0000007421,CA,ON,OTTAWA,7511,0.0,0.0,1990-04-15,1991-07-14,Operators of Residential Buildings and Dwellings,168882.12000000002,10555.132500000002,16.0,3.0,12.0,3.0,82473.41,2.09,0,1
SYNCID0000007422,CA,MB,WINNIPEG,4561,0.0,1.0,2015-06-14,2015-09-15,General Freight Trucking Industry,659103.03,3023.408394495413,218.0,1.0,103.0,115.0,51671.95,0.11,3,1
SYNCID0000007423,CA,0,other,7761,0.0,0.0,1985-05-29,1986-05-19,Offices of Lawyers and Notaries,24620.850000000002,3517.264285714286,7.0,2.0,5.0,2.0,18043.36,78.11,3,1
SYNCID0000007424,CA,NS,HALIFAX,7749,0.0,87962.0,2000-03-28,2006-06-14,Other Advertising Services,16035.019999999999,1336.2516666666666,12.0,1.0,3.0,9.0,9295.8,2.11,3,1
SYNCID0000007425,CA,BC,BURNABY,9659,0.0,0.0,2000-02-16,2000-03-19,Other Sports and Recreation Clubs,135304.82,4510.160666666667,30.0,2.0,21.0,9.0,100506.7,2.11,3,1
SYNCID0000007426,CA,ON,WHITBY,7215,0.0,0.0,2006-04-17,2006-10-02,Holding Companies,429703.3,143234.43333333332,3.0,1.0,3.0,0.0,426958.88,319.23,3,1
SYNCID0000007427,CA,0,other,6521,70.0,1311270.0,2006-02-03,2006-09-13,Florist Shops,1985726.13,16686.77420168067,119.0,4.0,63.0,52.0,510902.98,2.09,0,1
SYNCID0000007428,CA,0,other,4261,1.0,0.0,2016-02-12,2016-03-12,Electrical Work,30250.03,290.8656730769231,104.0,4.0,99.0,4.0,3141.4,-40.08,0,1
SYNCID0000007429,CA,AB,CALGARY,7742,1.0,0.0,2014-08-11,2014-11-11,Media Representatives,22851.85,878.9173076923076,26.0,3.0,1.0,1.0,3184.36,10.62,0,1
SYNCID0000007430,CA,0,other,7599,1.0,0.0,0,2022-10-14,Other Real Estate Operators,47355.41,1052.3424444444445,45.0,3.0,24.0,9.0,15969.48,0.0,0,1
SYNCID0000007431,CA,ON,MISSISSAUGA,7611,1.0,0.0,2020-10-22,2020-11-23,Insurance and Real Estate Agencies,88623.12,1018.6565517241379,87.0,3.0,16.0,16.0,10638.63,4.21,0,1
SYNCID0000007432,CA,AB,CALGARY,9712,1.0,0.0,2022-05-04,2022-09-11,Beauty Shops,55148.05,2397.7413043478264,23.0,1.0,14.0,9.0,18100.25,4.29,3,1
SYNCID0000007433,CA,BC,VANCOUVER,7759,1.0,0.0,2021-05-05,2021-10-21,Other Scientific and Technical Services,149330.97,2045.6297260273973,73.0,2.0,29.0,26.0,15033.38,2.11,3,1
SYNCID0000007434,CA,ON,WOODBRIDGE,7771,1.0,0.0,2018-09-21,2018-11-17,Management Consulting Services,289325.81,6728.5072093023255,43.0,3.0,1.0,3.0,212084.18,14.97,0,1
SYNCID0000007435,CA,0,other,7292,0.0,0.0,2021-12-10,2021-12-22,"Estate, Trust and Agency Funds",1800.78,1800.78,1.0,1.0,0.0,1.0,1800.78,1800.78,3,1
SYNCID0000007436,CA,ON,BRAMPTON,4013,1.0,0.0,2023-06-06,2023-10-08,Residential Renovation,296147.96,2552.999655172414,116.0,3.0,87.0,28.0,86780.14,0.0,0,1
SYNCID0000007437,CA,QC,MONTREAL,8669,2.0,1.0,2021-11-23,2021-12-01,Offices of Other Health Practitioners,312776.64,4062.034285714286,77.0,1.0,46.0,31.0,123437.57,14.65,3,-1
SYNCID0000007438,CA,ON,STITTSVILLE,8666,1.0,0.0,2018-03-21,2018-04-30,Offices of Optometrists,219.16,219.16,1.0,1.0,0.0,0.0,219.16,219.16,3,1
SYNCID0000007439,CA,0,other,other,0.0,1183343.0,2003-04-14,2020-05-24,0,96906.65000000001,2422.66625,40.0,5.0,20.0,19.0,27768.25,1.7,0,1
SYNCID0000007440,CA,QC,BOUCHERVILLE,7215,1.0,0.0,0,2017-06-13,Holding Companies,58819.23,632.4648387096775,93.0,3.0,4.0,3.0,10315.78,10.67,0,1
SYNCID0000007441,CA,AB,CALGARY,7752,1.0,0.0,2021-03-24,2022-02-01,Offices of Engineers,43205.4,369.2769230769231,117.0,4.0,101.0,15.0,5185.25,-477.13,0,1
SYNCID0000007442,CA,ON,SAULT STE. MARIE,7771,0.0,0.0,2016-09-20,2016-11-04,Management Consulting Services,398252.26,44250.25111111111,9.0,1.0,4.0,5.0,344125.68,5.09,3,1
SYNCID0000007443,CA,0,other,0122,1.0,0.0,2021-07-20,0,0,42174.42,795.7437735849056,53.0,5.0,42.0,10.0,12000.21,-181.0,0,1
SYNCID0000007444,CA,0,other,4013,1.0,125159.0,2005-02-19,0,Residential Renovation,43654.24,765.8638596491228,57.0,4.0,39.0,15.0,7102.13,0.0,0,1
SYNCID0000007445,CA,0,other,other,1.0,0.0,2019-08-27,2019-12-08,0,79175.43,2328.6891176470585,34.0,3.0,31.0,3.0,52618.71,0.0,0,1
SYNCID0000007446,CA,BC,POWELL RIVER,7211,0.0,1190857.0,2019-12-05,2021-07-24,Investment (Mutual) Funds,129440.31,3406.323947368421,38.0,3.0,21.0,9.0,42558.32,30.93,0,1
SYNCID0000007447,CA,ON,NEPEAN,7771,1.0,74680.0,2018-03-25,2023-01-23,Management Consulting Services,6.2,6.2,1.0,1.0,1.0,0.0,6.2,6.2,3,1
SYNCID0000007448,CA,0,other,7749,0.0,542862.0,2016-05-10,2017-05-13,Other Advertising Services,44693.32,4965.924444444445,9.0,4.0,3.0,3.0,19834.4,12.09,0,1
SYNCID0000007449,CA,AB,YELLOWHEAD COUNTY,5622,0.0,1.0,2017-06-26,2018-04-08,"Plumbing, Heating and Air Conditioning Equipment and Supplies, Wholesale",240.72,34.38857142857143,7.0,1.0,7.0,0.0,96.77,0.0,3,1
SYNCID0000007450,CA,AB,CALGARY,4224,1.0,44114.0,1999-11-26,2000-02-22,Concrete Pouring and Finishing,1051347.39,6782.886387096773,155.0,3.0,129.0,26.0,367202.66,-53.99,0,1
SYNCID0000007451,CA,ON,0,8669,2.0,508879.0,2004-07-14,2004-09-09,Offices of Other Health Practitioners,163524.35,2303.1598591549296,71.0,4.0,28.0,25.0,49336.39,15.59,0,1
SYNCID0000007452,CA,ON,0,8651,0.0,303730.0,2017-12-24,2017-12-27,"Offices of Physicians, General Practice",28552.75,1189.6979166666667,24.0,4.0,7.0,4.0,8197.73,15.16,0,1
SYNCID0000007453,CA,SK,MOOSE JAW,3299,0.0,871904.0,2008-01-13,2008-02-14,Other Transportation Equipment Industries,32330.21,237.72213235294117,136.0,2.0,131.0,5.0,3191.94,-433.92,3,1
SYNCID0000007454,CA,QC,MONTREAL,4561,0.0,0.0,2017-01-03,2017-12-30,General Freight Trucking Industry,556443.71,7837.235352112675,71.0,4.0,46.0,24.0,366908.55,-8.36,0,1
SYNCID0000007455,CA,BC,PENTICTON,4411,2.0,0.0,2016-09-30,2016-12-07,"Project Management, Construction",3168.09,1056.03,3.0,3.0,3.0,0.0,2189.71,15.53,0,1
SYNCID0000007456,CA,ON,KITCHENER,9861,0.0,0.0,1994-11-04,1994-12-22,Civic and Fraternal Organizations,37418.14,1700.8245454545454,22.0,2.0,11.0,11.0,10142.5,12.91,3,1
SYNCID0000007457,CA,ON,TORONTO,8653,1.0,0.0,2021-05-05,0,"Offices of Dentists, General Practice",98123.63,1291.1003947368422,76.0,1.0,0.0,0.0,10421.61,7.2,3,1
SYNCID0000007458,CA,ON,OTTAWA,nan,1.0,35578.0,2018-11-06,2018-12-31,0,781982.36,1542.3715187376727,507.0,3.0,94.0,236.0,40276.55,0.0,4,1
SYNCID0000007459,CA,0,other,9659,0.0,14819.0,2013-09-16,2014-09-06,Other Sports and Recreation Clubs,210167.66,913.7724347826087,230.0,4.0,167.0,44.0,12454.53,-45.45,0,1
SYNCID0000007460,CA,ON,GODERICH,nan,1.0,333161.0,2011-07-01,2019-06-26,0,972.0999999999999,243.02499999999998,4.0,1.0,4.0,0.0,602.53,51.52,3,1
SYNCID0000007461,CA,0,other,7742,0.0,132796.0,2008-02-24,2009-11-06,Media Representatives,81518.68,627.0667692307692,130.0,4.0,101.0,18.0,24353.1,-16.97,0,1
SYNCID0000007463,CA,ON,BARRIE,7292,0.0,0.0,2021-03-26,2022-03-30,"Estate, Trust and Agency Funds",15785.210000000001,239.1698484848485,66.0,2.0,57.0,2.0,5226.62,0.0,3,1
SYNCID0000007464,CA,BC,ABBOTSFORD,8666,1.0,79233.0,2021-02-06,2021-09-23,Offices of Optometrists,32016.23,492.5573846153846,65.0,3.0,52.0,3.0,9660.68,1.15,0,1
SYNCID0000007465,CA,AB,SHERWOOD PARK,7211,3.0,3265539.0,2011-09-28,2010-04-22,Investment (Mutual) Funds,2285.3900000000003,120.28368421052633,19.0,1.0,19.0,0.0,1240.67,0.0,3,1
SYNCID0000007466,CA,0,other,4278,2.0,230786.0,2010-10-28,2010-12-24,Resilient Flooring and Carpet Work,259177.46,18512.675714285713,14.0,3.0,9.0,4.0,216054.96,122.13,0,1
SYNCID0000007468,CA,0,other,7215,1.0,1.0,1999-06-07,2019-12-10,Holding Companies,468760.82,3578.326870229008,131.0,3.0,91.0,40.0,142062.91,10.71,0,1
SYNCID0000007469,CA,0,other,9659,1.0,27190.0,0,2019-03-16,Other Sports and Recreation Clubs,103162.41,657.0854140127389,157.0,4.0,96.0,7.0,19259.49,0.0,0,1
SYNCID0000007470,CA,0,other,4233,1.0,111173.0,2020-06-08,0,Glass and Glazing Work,703396.4,9017.902564102564,78.0,5.0,38.0,27.0,519433.42,2.1,0,1
SYNCID0000007471,CA,ON,WATERLOO,7721,5.0,260857.0,2018-02-09,2019-10-05,Computer Services,19349.71,716.6559259259259,27.0,2.0,23.0,4.0,6800.09,0.03,3,1
SYNCID0000007472,CA,SK,SASKATOON,7292,0.0,0.0,0,2020-11-22,"Estate, Trust and Agency Funds",45291.57,45291.57,1.0,1.0,0.0,1.0,45291.57,45291.57,3,1
SYNCID0000007473,CA,0,other,8639,6.0,490435.0,1999-06-20,1999-08-07,Other Non-Institutional Health Services,118624.76,2471.3491666666664,48.0,4.0,25.0,19.0,27066.38,0.0,0,1
SYNCID0000007474,CA,ON,0,5743,3.0,0.0,2022-12-19,0,"Electronic Machinery, Equipment and Supplies, Wholesale",79149.16,581.9791176470588,136.0,4.0,87.0,15.0,12075.11,0.0,0,1
SYNCID0000007475,CA,0,other,4275,1.0,0.0,2021-11-20,2021-11-26,Painting and Decorating Work,38491.14,754.7282352941177,51.0,2.0,50.0,1.0,19995.21,2.05,3,1
SYNCID0000007476,CA,BC,FORT ST JOHN,nan,0.0,0.0,2023-04-02,2023-05-07,0,183522.0,1359.4222222222222,135.0,3.0,7.0,6.0,10774.62,20.52,0,1
SYNCID0000007477,CA,0,other,other,0.0,0.0,1988-01-29,1991-02-24,0,53711.490000000005,1918.2675000000002,28.0,2.0,18.0,10.0,22332.56,2.11,3,1
SYNCID0000007479,CA,ON,TORONTO,9919,2.0,0.0,2022-02-11,2022-07-05,Other Machinery and Equipment Rental and Leasing,37320.18,2870.783076923077,13.0,1.0,4.0,9.0,23601.21,2.15,3,1
SYNCID0000007480,CA,AB,CALGARY,7721,1.0,0.0,2019-03-07,2019-05-05,Computer Services,101130.97,2593.101794871795,39.0,3.0,11.0,13.0,64686.54,2.1,0,1
SYNCID0000007481,CA,0,other,1699,1.0,0.0,2005-12-08,2004-01-01,Other Plastic Products Industries n.e.c.,4345.08,2172.54,2.0,1.0,1.0,1.0,4255.66,89.42,3,1
SYNCID0000007482,CA,0,other,7771,0.0,1.0,2006-06-09,2020-01-18,Management Consulting Services,6421743.55,194598.2893939394,33.0,4.0,22.0,11.0,3654345.69,35.21,0,1
SYNCID0000007483,CA,NS,DARTMOUTH,9799,0.0,0.0,1977-05-26,1991-05-23,Other Personal and Household Services n.e.c.,227191.75,3245.5964285714285,70.0,1.0,39.0,31.0,147083.73,14.92,3,1
SYNCID0000007484,CA,AB,ROCKY MTN HOUSE,7215,0.0,0.0,2014-03-14,0,Holding Companies,1248191.63,3233.6570725388597,386.0,4.0,243.0,140.0,260128.18,-55.73,4,1
SYNCID0000007486,CA,ON,GEORGETOWN,4129,1.0,19631.0,2017-02-04,2017-02-05,Other Heavy Construction,51147.17,2841.5094444444444,18.0,3.0,11.0,7.0,20153.93,26.61,0,1
SYNCID0000007487,CA,ON,OAKVILLE,8665,0.0,0.0,2002-08-29,2002-12-26,Offices of Physiotherapists-Occupational Therapists,83321.26,3787.33,22.0,2.0,2.0,5.0,62590.67,2.09,3,1
SYNCID0000007488,CA,0,other,7511,1.0,138580.0,2017-12-25,2017-12-27,Operators of Residential Buildings and Dwellings,7247.08,7247.08,1.0,1.0,1.0,0.0,7247.08,7247.08,3,1
SYNCID0000007489,CA,NB,SAINT JOHN,7799,1.0,0.0,2021-12-04,0,Other Business Services n.e.c.,439.92,146.64000000000001,3.0,1.0,3.0,0.0,183.28,107.78,3,1
SYNCID0000007490,CA,ON,WOODSTOCK,6412,5.0,385727.0,2017-03-27,1999-01-15,General Stores,21625.66,1351.60375,16.0,2.0,7.0,9.0,5851.95,21.42,3,1
SYNCID0000007491,CA,0,other,9214,0.0,0.0,2020-04-04,2020-12-29,Caterers,106840.48,4451.6866666666665,24.0,2.0,10.0,12.0,67796.94,2.08,3,1
SYNCID0000007492,CA,ON,NAPANEE,0139,1.0,0.0,2021-02-08,2021-08-01,0,7497.04,234.2825,32.0,1.0,30.0,2.0,1716.57,-79.6,3,1
SYNCID0000007493,CA,0,other,4011,0.0,36895.0,0,2015-11-11,Single Family Housing,347.94,173.97,2.0,1.0,2.0,0.0,302.46,45.48,3,1
SYNCID0000007494,CA,0,other,7721,1.0,37563.0,2016-03-27,2016-04-17,Computer Services,91485.61,2287.14025,40.0,4.0,19.0,20.0,26816.52,2.16,0,1
SYNCID0000007495,CA,0,other,9959,1.0,18000.0,1999-04-17,0,Other Services to Buildings and Dwellings,46920.73,401.03188034188037,117.0,4.0,111.0,6.0,17606.31,-421.3,0,1
SYNCID0000007496,CA,AB,EDMONTON,9659,2.0,0.0,0,2023-01-11,Other Sports and Recreation Clubs,127000.95,1257.4351485148516,101.0,3.0,80.0,21.0,26689.52,0.0,0,1
SYNCID0000007497,CA,ON,WATERLOO,4261,2.0,0.0,2014-04-24,2014-07-10,Electrical Work,123392.88,1386.4368539325844,89.0,4.0,17.0,21.0,22916.21,17.22,0,1
SYNCID0000007498,CA,ON,TORONTO,7512,1.0,319929.0,2000-01-08,2014-08-27,Operators of Non-Residential Buildings,185503.78,4215.995,44.0,5.0,32.0,5.0,123436.02,-133.19,0,1
SYNCID0000007499,CA,BC,VANCOUVER,7761,1.0,451753.0,2014-11-24,0,Offices of Lawyers and Notaries,1702303.43,5142.910664652568,331.0,4.0,311.0,19.0,779206.85,-55.58,0,1
SYNCID0000007500,CA,ON,VAUGHAN,other,0.0,237507.0,1994-03-24,1994-04-25,0,372677.5,658.440812720848,566.0,5.0,532.0,26.0,92580.62,-107.5,4,1
